lat;lon;elemnt;id;official_name;ref:CIS_JR
48.9329542;14.6189920;node;5831950935;Ledenice,,aut.st.;17668
48.9338307;14.6145794;node;2435052685;Ledenice,,U Jelínků;17671
48.9426319;14.5692325;node;913908886;Ledenice,Zborov,rozc.0.8;17677
48.9426633;14.5693891;node;4869841413;Ledenice,Zborov,rozc.0.8;17677
48.9399083;14.5865417;node;913908864;Ledenice,Ohrazení,rozc.0.8;17674
48.9402262;14.5863742;node;8224350390;Ledenice,Ohrazení,rozc.0.8;17674
48.9377458;14.5963212;node;913908903;Ledenice,Mysletín,rozc.1.5;17672
48.9130673;14.6409975;node;5113369565;Borovany,,Calofrig starý závod;2126
48.8919364;14.6426369;node;2428474505;Borovany,,žel.st.;2130
48.8958151;14.6382343;node;5113412230;Borovany,,Trocnovská;2129
48.8877318;14.6211430;node;5113281260;Borovany,,nový hřbitov;2127
48.9004525;14.6426440;node;2388629062;Borovany,,aut.nádr.;2124
48.9006739;14.6425371;node;10229322529;Borovany,,aut.nádr.;2124
48.9008961;14.6424311;node;10229322528;Borovany,,aut.nádr.;2124
48.8424332;14.6388972;node;10179141051;Trhové Sviny,,u školy;
48.8425277;14.6389072;node;10179141052;Trhové Sviny,,u školy;
48.8808093;14.6000407;node;9822427780;Ostrolovský Újezd;
48.8809536;14.5999007;node;9822427781;Ostrolovský Újezd;
48.9347329;14.4882166;node;7439126373;Roudné,,u mostu;54894
48.9348391;14.4881708;node;7439126374;Roudné,,u mostu;54894
48.8385913;14.5630270;node;2963328515;Trhové Sviny,Todně;36279
48.8385827;14.5631510;node;6368463434;Trhové Sviny,Todně;36279
48.9463975;14.5042714;node;3402890700;České Budějovice,Nové Hodějovice,točna;32898
48.7801056;14.6694591;node;4885339117;Kamenná;13860
48.9948493;14.7695344;node;7797468573;Třeboň,,Schwarz.hrobka;36742
48.9948731;14.7698828;node;7797468574;Třeboň,,Schwarz.hrobka;36742
48.9892691;14.7616737;node;2989370553;Domanín,,Vrchy;54881
48.9996452;14.7728526;node;2989370555;Třeboň,,Dřevnice;36733
48.9996965;14.7729181;node;7797468572;Třeboň,,Dřevnice;36733
49.1168952;14.5553935;node;2463712395;Drahotěšice,,rozc.Vlkov 2.6;39904
49.0124327;14.5060531;node;7775161138;Úsilné;37778
49.0123334;14.5059873;node;7775161139;Úsilné;37778
49.0280860;14.5573122;node;6012746261;Libníč,Jelmo;18332
49.0200038;14.5447022;node;8829156017;Libníč;18330
49.0199458;14.5447122;node;8829162418;Libníč;18330
49.0066016;14.5394669;node;8829162318;Hůry;11225
48.9595880;14.5176447;node;3394057420;Srubec,Stará Pohůrka;4868
48.9597403;14.5175630;node;3394057419;Srubec,Stará Pohůrka;4868
48.9600834;14.5174702;node;3394028294;Srubec,Stará Pohůrka;4868
48.9601415;14.5177169;node;3394028295;Srubec,Stará Pohůrka;4868
48.9481167;14.5405309;node;3394057397;Srubec,,Náves;32651
48.9486629;14.5396496;node;3394057398;Srubec,,Náves;32651
48.9713697;14.4993557;node;2468111568;České Budějovice,,Pod Lékárnou;4872
48.9716865;14.4979468;node;2468109717;České Budějovice,,Pod Lékárnou;4872
48.9767179;14.4899092;node;2489227188;České Budějovice,,Vrbenská;4852
48.9769529;14.4895814;node;2489227189;České Budějovice,,Vrbenská;4852
49.0549020;14.4526270;node;7889739623;Hluboká n.Vlt.,,U Pulců;
49.0548092;14.4524973;node;7889739621;Hluboká n.Vlt.,,U Pulců;
49.0532199;14.4575668;node;9270017381;Hluboká n.Vlt.,,Barborka;
49.0531960;14.4574167;node;9270017382;Hluboká n.Vlt.,,Barborka;
49.0665980;14.4625796;node;4707094307;Hluboká n.Vlt.,Nová Obora;8929
49.1046990;14.4803794;node;4707094304;Hluboká n.Vlt.,Poněšice;8930
49.1226181;14.4810401;node;8281566303;Hluboká n.Vlt.,Líšnice,rozc.;8927
49.1296727;14.4859280;node;4707094302;Hluboká n.Vlt.,Líšnice;8926
49.1500024;14.4874002;node;4707094296;Hluboká n.Vlt.,Hroznějovice;48081
49.1623841;14.5014680;node;4707047210;Žimutice,Pořežany,mlýn;42883
49.1720263;14.4968801;node;4707047209;Žimutice,Pořežany;42882
48.9163652;14.6643239;node;5113467439;Borovany,Vrcov;2141
48.8624405;14.6073135;node;2409698012;Trhové Sviny,Vráž;
48.8624335;14.6072227;node;2409698014;Trhové Sviny,Vráž;
48.8577273;14.6155009;node;2409698017;Trhové Sviny,Čeřejov,rozc.1.0;
48.8577921;14.6155009;node;2409698019;Trhové Sviny,Čeřejov,rozc.1.0;
48.9901815;14.4498146;node;3394665158;České Budějovice,,U výměníku;4881
48.9898932;14.4502608;node;3394665159;České Budějovice,,U výměníku;4881
48.9860770;14.4504279;node;3401936828;České Budějovice,,Čtyři Dvory;58915
48.9861598;14.4494385;node;3401936827;České Budějovice,,Čtyři Dvory;58915
48.9795351;14.4726862;node;8829156317;České Budějovice,,Mariánské nám.;4859
48.9798577;14.4720736;node;3394278622;České Budějovice,,Mariánské nám.;4859
48.9797683;14.4725507;node;3394278627;České Budějovice,,Mariánské nám.;4859
49.0081367;14.4889691;node;3394219511;České Budějovice,,Nemanice;4863
49.0086780;14.4891265;node;3394219510;České Budějovice,,Nemanice;4863
49.0005418;14.4760323;node;3394615780;České Budějovice,,Kněžské Dv.škola;4855
49.0003808;14.4758575;node;3394615779;České Budějovice,,Kněžské Dv.škola;4855
49.0082424;14.4771353;node;1843796271;České Budějovice,,Kněžské Dv.sokolovna;4854
49.0079696;14.4770398;node;1843795568;České Budějovice,,Kněžské Dv.sokolovna;4854
48.9994292;14.4823055;node;3394219517;České Budějovice,,hřbitov;4851
48.9999916;14.4823155;node;3394219516;České Budějovice,,hřbitov;4851
48.9923660;14.4763704;node;3394219536;České Budějovice,,Budvar;4869
48.9932531;14.4774469;node;3394219535;České Budějovice,,Budvar;4869
48.8540258;14.6198139;node;2409698006;Trhové Sviny,Otěvěk;
48.8543398;14.6199306;node;2409698009;Trhové Sviny,Otěvěk;
48.8441505;14.6298388;node;10179141073;Trhové Sviny,,garáže ČSAD;
48.8442745;14.6299500;node;10179141074;Trhové Sviny,,garáže ČSAD;
49.0123702;15.4524200;node;9853840088;Staré Hobzí;
48.9060470;14.5960276;node;5861142249;Borovany,Trocnov;2137
48.9813619;14.4564788;node;3403623019;České Budějovice,,U parku;4877
48.9815022;14.4560728;node;3403623018;České Budějovice,,U parku;4877
48.9801500;14.4544980;node;2459981450;České Budějovice,,Vysokoškolské koleje;4843
48.9799215;14.4526833;node;2459981447;České Budějovice,,Vysokoškolské koleje;4843
48.9791203;14.4483655;node;2459981443;České Budějovice,,Jihočeská univerzita;4862
48.9789263;14.4481666;node;2459981439;České Budějovice,,Jihočeská univerzita;4862
48.9843032;14.4470915;node;3394665154;České Budějovice,,Václava Talicha;49697
48.9841081;14.4463625;node;3394665153;České Budějovice,,Václava Talicha;49697
48.9906130;14.4285408;node;3406014088;České Budějovice,,Zavadilka;4885
48.9907957;14.4273911;node;3406014089;České Budějovice,,Zavadilka;4885
48.9488869;14.4649311;node;3394395879;České Budějovice,,Nám.Bratří Čapků;49761
48.9480754;14.4647974;node;3394680645;České Budějovice,,Nám.Bratří Čapků;49761
48.9604274;14.4719073;node;3394680643;České Budějovice,,Šumavská;66303
48.9588155;14.4708528;node;7846490813;České Budějovice,,Nemocnice;4864
48.9600366;14.4689661;node;7276316571;České Budějovice,,Nemocnice;4864
48.9598270;14.4755403;node;1292199552;České Budějovice,,U Jižní zast.;4876
48.9579754;14.4764697;node;1292199418;České Budějovice,,U Jižní zast.;4876
48.9332639;14.5068759;node;7301724248;Doubravice,,rozc.1.0;6986
48.9329479;14.5071827;node;7301724247;Doubravice,,rozc.1.0;6986
48.9282231;14.5151322;node;6298030281;Nedabyle;22705
48.9284044;14.5139480;node;5088702426;Nedabyle;22705
48.9241195;14.5306184;node;7308749291;Nová Ves;23635
48.9239041;14.5307187;node;7308749292;Nová Ves;23635
48.8989953;14.5696118;node;5861493009;Strážkovice;33454
48.8993639;14.5691934;node;5861493010;Strážkovice;33454
49.0864347;15.3569704;node;7661578047;Dačice,Lipolec;5352
49.0864465;15.3568168;node;7661586508;Dačice,Lipolec;5352
49.0661357;15.3715928;node;6471815484;Peč,Lidéřovice;26146
49.0591086;15.3899470;node;6444560910;Peč;26145
49.0582262;15.3892917;node;6444560909;Peč;26145
49.0359424;15.3692866;node;1341616996;Cizkrajov,Dolní Bolíkov;4039
49.0374117;15.3728716;node;1341617041;Cizkrajov,Dolní Bolíkov,rozc.;66713
49.0308574;15.3901352;node;4044772866;Cizkrajov;4037
49.0265867;15.4162112;node;2397155644;Cizkrajov,Holešice;4041
49.0162067;15.4043130;node;3154925842;Cizkrajov,Mutná;4043
49.1282203;15.0826274;node;2422236999;Hospříz;10223
49.1417143;15.0956609;node;1277982299;Blažejov;1551
49.1430026;15.1239835;node;5580761939;Blažejov,Malý Ratmírov;1553
49.2106173;15.1424115;node;9295306013;Bednáreček;
49.2107061;15.1423185;node;9295306014;Bednáreček;
49.2134198;15.1194221;node;10574998818;Kamenný Malíkov;13886
49.2364929;15.0898803;node;10574998821;Nová Včelnice,Brabec;23630
49.2384014;15.0724452;node;9175107501;Nová Včelnice,,nám.;
49.2382363;15.0726270;node;9175107502;Nová Včelnice,,nám.;
49.2315603;15.0700917;node;9175107469;Nová Včelnice,,TEBO a.s.;
49.2313884;15.0699661;node;9175107468;Nová Včelnice,,TEBO a.s.;
49.2365682;15.0678095;node;2530579729;Nová Včelnice,,žel.st.;
49.2364787;15.0678531;node;9175107498;Nová Včelnice,,žel.st.;
49.2400612;15.0681355;node;9175107496;Nová Včelnice,,zdrav.stř.;
49.2401514;15.0681419;node;9175107497;Nová Včelnice,,zdrav.stř.;
49.2565239;15.0757345;node;2530652593;Žďár;
49.2565497;15.0756287;node;9175107515;Žďár;
49.2643559;15.0544349;node;9175107466;Vlčetínec;
49.2642951;15.0544994;node;9175107467;Vlčetínec;
49.2636366;15.0084384;node;8418349328;Horní Radouň,,u Brýnů;43254
49.2563071;15.0056073;node;8418349327;Horní Radouň;9907
49.2530437;15.0073309;node;5971848336;Horní Radouň,,Špýchar;
49.2529436;15.0072380;node;9296830674;Horní Radouň,,Špýchar;
49.2392989;15.0161458;node;5971848330;Okrouhlá Radouň;
49.2392968;15.0164243;node;9175107438;Okrouhlá Radouň;
49.4323924;14.4846474;node;614980686;Opařany,Hodušín,rozc.Skrýchov;24892
49.4350284;14.4725322;node;1826096244;Opařany,Hodušín;24891
49.3791647;14.4955289;node;2705895288;Stádlec,,nám.;
49.5081919;14.6544764;node;3607940251;Sudoměřice u Tábora,,U hájovny;33905
49.5077711;14.6537710;node;3607940252;Sudoměřice u Tábora,,U hájovny;33905
49.4998300;14.6352536;node;3607940250;Borotín,,starý zámek;2095
49.5039715;14.6163788;node;10692396254;Borotín,,škola;2096
49.5039100;14.6164260;node;10692396255;Borotín,,škola;2096
49.4350505;14.5083306;node;4453492447;Opařany,Olší;24895
49.4312762;14.5047549;node;251763969;Opařany,Nové Dvory,rozc.0.5;24894
49.4260416;14.4995931;node;4453492452;Opařany,Nové Dvory;24893
49.4026423;14.8068566;node;3911495957;Chýnov,,rozc.Planá - u kašny;55733
49.4029934;14.8057751;node;3911495958;Chýnov,,rozc.Planá;12255
49.4028460;14.8057996;node;9759985947;Chýnov,,rozc.Planá;12255
49.4056976;14.7745079;node;60684332;Nová Ves u Chýnova,,rozc.2.0;23713
49.2070138;14.5830483;node;444557022;Hartmanice,,rozc.;8454
49.1882742;15.3184907;node;1944985455;Studená,Horní Bolíkov,rozc.0.1;33754
49.2151745;15.1925113;node;9295305993;Popelín,,Spořilov;
49.2155980;15.1933815;node;9295305994;Popelín,,Spořilov;
49.2137172;15.1816946;node;9295306012;Popelín;
49.2135672;15.1812612;node;9295306011;Popelín;
49.1583667;15.2471713;node;9492152584;Horní Meziříčko;
49.1583359;15.2473144;node;9492152585;Horní Meziříčko;
49.1543232;15.2436842;node;9492152583;Horní Meziříčko,,obec;
49.1543250;15.2437781;node;9492152586;Horní Meziříčko,,obec;
49.1589545;15.0227583;node;9174048226;Jindřichův Hradec,,Ke Kanclovu;
49.1588868;15.0228534;node;9174048227;Jindřichův Hradec,,Ke Kanclovu;
49.1563562;15.0173752;node;9174048228;Jindřichův Hradec,,Průmyslová;
49.1554406;15.0165353;node;3248441999;Jindřichův Hradec,,Průmyslová;
49.0040646;14.7514883;node;4748054792;Třeboň,,lázně Aurora;36744
49.0040802;14.7516401;node;4748054793;Třeboň,,lázně Aurora;36744
49.1121855;14.6791617;node;4770068860;Záblatí,,rozc.1.0;41128
49.1167832;14.7258501;node;5770680179;Frahelž;7756
49.1168900;14.7260017;node;5770680180;Frahelž;7756
49.1052784;14.7225276;node;5770680185;Lomnice n.Luž.,,hřbitov;19211
49.1315926;14.9912098;node;9174048189;Jindřichův Hradec,,Rudolfov;
49.1314991;14.9912813;node;9174048190;Jindřichův Hradec,,Rudolfov;
49.1353739;14.9950567;node;9174048187;Jindřichův Hradec,,Šindelna;
49.1354049;14.9949935;node;9174048188;Jindřichův Hradec,,Šindelna;
49.1404708;14.9964007;node;9174048181;Jindřichův Hradec,,Nežárka;
49.1405168;14.9962650;node;9174048183;Jindřichův Hradec,,Nežárka;
49.1543370;14.9971022;node;3248441993;Jindřichův Hradec,,Zbuzany;
49.1542558;14.9972218;node;9174048205;Jindřichův Hradec,,Zbuzany;
49.1143989;14.1934751;node;5905801871;Libějovice;
49.1144288;14.1935465;node;10736739682;Libějovice;
49.1512037;14.2253215;node;10692844339;Číčenice;5100
49.1512464;14.2251462;node;10692844340;Číčenice;5100
49.1532078;14.2311362;node;4841969269;Číčenice,,ObÚ;
49.1528831;14.2303213;node;9467980567;Číčenice,,ObÚ;
49.1541650;14.2484973;node;4841969256;Číčenice,Újezdec,rozc.0.5;5105
49.1572347;14.2708501;node;4841969268;Číčenice,,cihelna;
49.1574171;14.2712632;node;10736739687;Číčenice,,cihelna;
49.1989218;14.4053383;node;3423050309;Temelín,Zvěrkovice;35581
49.1991008;14.4056613;node;3423043057;Temelín,Zvěrkovice;35581
49.1825553;14.3835142;node;10735585756;Temelín,,ETE aut.st.;51091
49.1825992;14.3833851;node;10735585751;Temelín,,ETE aut.st.;51091
49.1823891;14.3832173;node;10735585752;Temelín,,ETE aut.st.;51091
49.1823553;14.3833545;node;10735585755;Temelín,,ETE aut.st.;51091
49.1821572;14.3831948;node;10735585754;Temelín,,ETE aut.st.;51091
49.1821900;14.3830603;node;10735585753;Temelín,,ETE aut.st.;51091
49.1818947;14.3824088;node;10735585757;Temelín,,ETE aut.st.;51091
49.1812440;14.3885681;node;3696650809;Temelín,Březí u Týna,JE;35568
49.1805171;14.3894859;node;3696650808;Temelín,Březí u Týna,JE;35568
49.1797117;14.3885360;node;3696649057;Temelín,Březí u Týna,JE;35568
49.1607862;14.3740148;node;3696547184;Temelín,Kočín,rozc.1.0;35571
49.1595975;14.3730541;node;3696547183;Temelín,Kočín,rozc.1.0;35571
49.1394365;14.3856376;node;3696547182;Olešník,Nová Ves,rozc.0.5;24741
49.1266908;14.3965991;node;3696539872;Olešník,Chlumec,Třešňovka;24739
49.1269169;14.3965300;node;3696539871;Olešník,Chlumec,Třešňovka;24739
49.1161055;14.4051130;node;3696597774;Olešník,Chlumec,rozc.0.5;24738
49.1157136;14.4053243;node;3696597773;Olešník,Chlumec,rozc.0.5;24738
49.0737343;14.4146661;node;3696614136;Hluboká n.Vlt.,,Křivonoska;8910
49.0734315;14.4145675;node;3696614137;Hluboká n.Vlt.,,Křivonoska;8910
49.0582367;14.4264887;node;3696617582;Hluboká n.Vlt.,,Hvězdáře;8909
49.0584521;14.4267820;node;3696617581;Hluboká n.Vlt.,,Hvězdáře;8909
48.9787686;14.4281922;node;9337260604;České Budějovice,,Čtyři Dvory U hada;4846
48.9787183;14.4282596;node;9337260605;České Budějovice,,Čtyři Dvory U hada;4846
48.9790118;14.4073850;node;9337260602;Branišov,,Jednota;2448
48.9789309;14.4074349;node;9337260603;Branišov,,Jednota;2448
48.9786106;14.3957453;node;9337260600;Branišov;2447
48.9792008;14.3852052;node;9337260598;Dubné,Křenovice,rozc.1.0;7346
48.9791103;14.3853431;node;9337260599;Dubné,Křenovice,rozc.1.0;7346
48.9769134;14.3593720;node;2371991041;Dubné;7342
48.9768573;14.3596787;node;4703399089;Dubné;7342
48.9735335;14.3570066;node;2371991032;Dubné,,nová škola;7343
48.9734787;14.3572635;node;8035255937;Dubné,,nová škola;7343
49.1489608;15.0029583;node;9174048225;Jindřichův Hradec,,Pravdova;
49.1490865;15.0032014;node;5161731846;Jindřichův Hradec,,Pravdova;
49.1491526;15.0030851;node;5161731847;Jindřichův Hradec,,Pravdova;
49.1492874;15.0033315;node;9174048223;Jindřichův Hradec,,Pravdova;
49.1494962;15.0039456;node;7146421096;Jindřichův Hradec,,Pravdova;
49.1493761;15.0037137;node;9174048224;Jindřichův Hradec,,Pravdova;
49.1800501;14.5262418;node;4540993202;Modrá Hůrka;21673
49.1437969;14.5484614;node;4719049088;Dolní Bukovsko,Radonice;6444
49.1643594;14.6698094;node;6365300000;Veselí n.Luž.,Horusice;
49.1644411;14.6697692;node;10741509911;Veselí n.Luž.,Horusice;
49.1754389;14.7543186;node;6363019681;Drahov;
49.1753620;14.7543749;node;9729271076;Drahov;
49.1130691;14.2192844;node;6757211163;Libějovice,Černěves,rozc.1.0;
49.1128428;14.2193212;node;10736739686;Libějovice,Černěves,rozc.1.0;
49.0457584;14.3341850;node;8541005613;Pištín;26702
49.1501425;15.2333669;node;9492192823;Strmilov,Malý Jeníkov;
49.1502178;15.2332810;node;9492192826;Strmilov,Malý Jeníkov;
49.1534168;15.2250839;node;9492192824;Strmilov,Malý Jeníkov,samoty;
49.1533631;15.2250437;node;9492192825;Strmilov,Malý Jeníkov,samoty;
49.1590435;15.2020453;node;2423065346;Strmilov,,aut.st.;
49.1589101;15.2020929;node;9492192827;Strmilov,,aut.st.;
49.1617951;15.2037644;node;9492192829;Strmilov,,škola;
49.1631290;15.2042993;node;9492192828;Strmilov,,škola;
49.1441612;15.1619683;node;2422241634;Střížovice,Rozkoš,továrna;33739
49.1400074;15.1568620;node;2422241696;Střížovice;33737
49.1486952;15.1568765;node;2422244161;Střížovice,Vlčice;33740
49.1636904;15.1257565;node;6635259205;Blažejov,Mutyněves;1554
49.1884017;15.0693376;node;10570517350;Jarošov n.Než.,,obec;12784
49.0296498;15.4755583;node;6449729114;Staré Hobzí,Nové Dvory;32892
48.9742306;15.5083042;node;1490036051;Dešná,Bělčovice,rozc.1.0;5586
48.9719088;15.5062885;node;1490036058;Dešná,Chvalkovice;5588
48.9762163;15.4832272;node;10577472128;Písečné,Markéta;26608
48.9651188;15.4620760;node;9152525162;Písečné;26605
49.1493000;15.0063248;node;5161700999;Jindřichův Hradec,,Claudiusova;
49.1449207;15.0084344;node;5161627353;Jindřichův Hradec,,Jitřenka;
49.1448806;15.0081190;node;1448497214;Jindřichův Hradec,,Jitřenka;
49.1431452;15.0042325;node;9174048198;Jindřichův Hradec,,nábřeží;
49.1430412;15.0039936;node;2422046899;Jindřichův Hradec,,nábřeží;
49.1430149;15.0042609;node;5161647681;Jindřichův Hradec,,nábřeží;
49.1369198;15.0019174;node;5184353882;Jindřichův Hradec,,U Václava;13438
49.1371214;15.0020907;node;5184356621;Jindřichův Hradec,,U Václava;13438
49.1400493;15.0102119;node;610889588;Jindřichův Hradec,,Jáchymova;
49.1405333;15.0117097;node;610889693;Jindřichův Hradec,,Jáchymova;
49.1410837;15.0167934;node;9174048291;Jindřichův Hradec,,sídl.Vajgar-Merkur;
49.1411449;15.0165764;node;5197126445;Jindřichův Hradec,,sídl.Vajgar-Merkur;
49.1427568;15.0213044;node;5194737741;Jindřichův Hradec,,sídl.Vajgar-bazén;
49.1432634;15.0221591;node;5194709810;Jindřichův Hradec,,sídl.Vajgar-bazén;
49.1454989;15.0340403;node;3248441984;Jindřichův Hradec,,Jitka a.s.rozc.;
49.1454653;15.0337057;node;9174048127;Jindřichův Hradec,,Jitka a.s.rozc.;
49.1432616;15.0341583;node;2422190846;Jindřichův Hradec,,sídliště Otín;
49.1437451;15.0340695;node;9174048128;Jindřichův Hradec,,sídliště Otín;
49.1382800;15.0454820;node;2422236535;Jindřichův Hradec,Otín,rozc.0.1;
49.1381935;15.0456947;node;6224789019;Jindřichův Hradec,Otín,rozc.0.1;
49.0808498;15.4287449;node;9524487784;Dačice,,Hradecká;
49.0810378;15.4283074;node;4371584096;Dačice,,Hradecká;
49.0799753;15.4325781;node;2331101735;Dačice,,Havlíčkovo nám.;
49.0815486;15.4331738;node;9524487753;Dačice,,Komenského;
49.0823233;15.4327735;node;8047999565;Dačice,,Nám.republiky;
49.0822697;15.4326824;node;9524487754;Dačice,,Nám.republiky;
49.0751294;15.4379485;node;8039690845;Dačice,,Jednota LSD;
49.0751000;15.4380734;node;9972809123;Dačice,,Jednota LSD;
49.0787023;15.4491645;node;8048002745;Dačice,,U Trojice;
49.0787783;15.4493484;node;9524487752;Dačice,,U Trojice;
49.0826234;15.4527361;node;9524487750;Dačice,,Strojírenská;
49.0825514;15.4525678;node;9524487751;Dačice,,Strojírenská;
49.0801690;15.4527075;node;6219290974;Dačice,,Strojírenská rozc.;
49.0802569;15.4526596;node;9524487749;Dačice,,Strojírenská rozc.;
49.0838488;15.4376575;node;9524487747;1;
49.0836862;15.4377107;node;9524487746;1;
49.0835025;15.4377708;node;9524487745;1;
49.0833564;15.4378186;node;9524487744;1;
49.0833783;15.4379737;node;9972796216;1;
49.0835244;15.4379259;node;4371650081;1;
49.0837081;15.4378658;node;9972809117;1;
49.0838706;15.4378126;node;9972809118;1;
49.0837304;15.4380235;node;9972796213;1;
49.0835467;15.4380836;node;9972796214;1;
49.0834006;15.4381314;node;9972796215;1;
49.0838929;15.4379703;node;9972796212;1;
49.1064499;15.3746489;node;4371586858;Volfířov;40070
49.1380719;15.3690402;node;5990559253;Volfířov,Řečice;40075
49.1394362;15.3415999;node;4989755452;Volfířov,Velká Lhota,škola;40079
49.1407742;15.3351083;node;4989755499;Volfířov,Velká Lhota;40078
49.1421818;15.3158516;node;7146613599;Volfířov,Brandlín;40071
49.1446149;15.2828014;node;1944985434;Studená,Maršov;33756
49.1535093;15.2859808;node;9492152588;Horní Němčice,,rozc.Maršov;
49.1535833;15.2861338;node;9492152589;Horní Němčice,,rozc.Maršov;
49.1533199;15.2861405;node;9492152587;Horní Němčice,,rozc.Maršov;
49.1588712;15.2791915;node;9492152590;Horní Němčice;
49.1588745;15.2792988;node;9492152591;Horní Němčice;
49.1743401;15.3208731;node;1944985443;Studená,Sumrakov;33760
49.4514682;14.8687175;node;302803296;Dolní Hořice,Hartvíkov;
49.4514266;14.8687773;node;10741509942;Dolní Hořice,Hartvíkov;
49.4238706;14.4824228;node;2444151705;Opařany,Skrýchov;24900
49.5060200;14.6129240;node;3607940245;Borotín;2094
49.5059390;14.6128930;node;10690713516;Borotín;2094
49.4946205;14.6036348;node;250684677;Borotín,Pikov,rozc.1.0;2103
49.4879161;14.6111548;node;250684646;Borotín,Nový Kostelec,točna;49531
49.4858778;14.6098044;node;250684635;Borotín,Nový Kostelec;2102
49.2680583;13.7644435;node;7026363195;Kladruby;14377
49.4897575;14.2412777;node;10689846341;Kostelec n.Vlt.,Sobědraž,rozc.s.19;15522
49.2713346;13.7175545;node;7008625870;Kalenice;13690
49.2712016;13.7175089;node;7008625871;Kalenice;13690
49.3175942;13.8043239;node;6712412883;Střelské Hoštice,Sedlo;
49.3175803;13.8042582;node;6712412884;Střelské Hoštice,Sedlo;
49.3131027;13.8824492;node;10689847267;Chrášťovice,Klínovice;11992
49.3136749;13.8973885;node;10689847258;Radomyšl,,rozc.Chrášťovice Klínovice 1.1;11993
49.3118248;13.8949289;node;10689847252;Radomyšl,Podolí;29277
49.3026276;13.8948355;node;10689847262;Droužetice,Černíkov;7176
49.2880592;13.8978052;node;10689847257;Droužetice;7175
49.5168340;14.5829260;node;4445533023;Borotín,Sychrov,rozc.Boratkov;2097
49.5168880;14.5829140;node;10690708092;Borotín,Sychrov,rozc.Boratkov;2097
49.5227525;14.5691566;node;3699681082;Borotín,Libenice,Nové Libenice;
49.5228034;14.5691726;node;10741509934;Borotín,Libenice,Nové Libenice;
49.5114472;14.5687886;node;704741737;Jistebnice,Smrkov,Palouky;13552
49.5078658;14.5685938;node;253848836;Jistebnice,Smrkov;13551
49.4986616;14.5646272;node;4445533022;Jistebnice,Křivošín;13542
49.4934431;14.5648571;node;251727370;Jistebnice,Orlov;13546
49.4849176;14.5468974;node;251727336;Jistebnice,,Tisová;13556
49.2640754;13.9013926;node;9393616929;Strakonice,,Husova I;
49.2642313;13.9030114;node;9393616928;Strakonice,,Husova I;
49.2628637;13.8749640;node;9926034833;Strakonice,,Na Podskalí;
49.2627356;13.8748133;node;9926034832;Strakonice,,Na Podskalí;
49.2637544;13.8643259;node;10726886477;Strakonice,Nový Dražejov;33292
49.2636830;13.8638899;node;10726886478;Strakonice,Nový Dražejov;33292
49.2670269;13.8519799;node;10726886479;Strakonice,Střela;33295
49.2728779;13.8344521;node;10726886484;Katovice,,škola;14177
49.2731110;13.8335415;node;10726886485;Katovice,,škola;14177
49.2740205;13.8298213;node;5825168016;Katovice;14175
49.2737346;13.8300007;node;5825168017;Katovice;14175
49.2726853;13.8307025;node;10726886486;Katovice,,Nádražní ulice I;14176
49.2684602;13.8251259;node;10726886487;Katovice,,U Trčků;14178
49.2683587;13.8248778;node;10726886488;Katovice,,U Trčků;14178
48.9865018;14.3601557;node;8035311016;Dubné,Křenovice;7345
48.9802343;14.3249013;node;9337278404;Čakov,,ve Vráži;4156
48.9803047;14.3248891;node;9337278405;Čakov,,ve Vráži;4156
48.9822075;14.3093996;node;9337278406;Čakov,,rozc.0.5;4155
48.9821022;14.3097121;node;9337278407;Čakov,,rozc.0.5;4155
48.9571365;15.5061516;node;1490036209;Županovice;43026
48.9331821;15.5293181;node;1490036079;Dešná,Rancířov;
48.9223102;15.5240283;node;10577472182;Dešná,Hluboká;5587
48.9493830;15.5382265;node;1490036086;Dešná,,velkovýkrmna;
48.9493353;15.5382910;node;9523323203;Dešná,,velkovýkrmna;
48.9634326;15.5434520;node;1490036060;Dešná,Plačovice;5589
48.9633873;15.5437259;node;1490036071;Dešná,Plačovice;5589
49.0193342;15.5133254;node;4284503953;Budíškovice,Ostojkovice,rozc.2.0;3402
49.0395114;15.5197617;node;4284503957;Třebětice,,rozc.0.5;36650
49.0900609;15.5695327;node;5424845892;Horní Slatina;9926
49.0868015;15.5898541;node;9332698497;Budeč;
49.0869388;15.5899305;node;9332698498;Budeč;
49.0777056;15.5930203;node;9332698495;Budeč,Borová;
49.0777746;15.5930458;node;9332698496;Budeč,Borová;
49.1231014;15.5391479;node;4365982373;Červený Hrádek;4672
49.1230076;15.5394647;node;4365982374;Červený Hrádek;4672
49.1244950;15.5295866;node;4365982372;Červený Hrádek,,rozc.Dolní Vilímeč;57682
49.1028747;15.4178327;node;2647450363;Kostelní Vydří,,klášter;54880
49.4667280;14.7356290;node;824091958;Ratibořské Hory,Podolí,rozc.0.3;29657
49.4667430;14.7359220;node;10690713533;Ratibořské Hory,Podolí,rozc.0.3;29657
49.4727309;14.7453354;node;824091975;Ratibořské Hory,Ratibořice,rozc.1.5;
49.4726742;14.7453852;node;9104785159;Ratibořské Hory,Ratibořice,rozc.1.5;
49.4858360;14.7549920;node;10690713543;Hlasivo,Hlasivko,rozc.1.0;8774
49.4858700;14.7550850;node;10690713552;Hlasivo,Hlasivko,rozc.1.0;8774
49.4956780;14.7545270;node;10690713545;Hlasivo;8773
