lat;lon;ref;okres;name;stanoviste;typ
49.2553690031476;14.7258859046442;735720;TA;Sobìslav;;vlak
49.2970710813371;14.7151846323321;735829;TA;Roudná;;vlak
49.3217130214617;14.7199216307137;735928;TA;Doubí u Tábora;;vlak
49.3539621120677;14.7063338151257;736025;TA;Planá nad Lu¾nicí;;vlak
49.3796677442136;14.6973795052383;736124;TA;Sezimovo Ústí;;vlak
49.3932008542611;14.6928790205981;736132;TA;Tábor-Èápùv Dvùr;;vlak
49.4136605616893;14.6778685044549;736223;TA;Tábor;;vlak
49.4160486129897;14.7354032586301;743427;TA;Smyslov;;vlak
49.4200846219624;14.7700678689883;743328;TA;Dobronice u Chýnova;;vlak
49.4155769338906;14.8106720344159;743229;TA;Chýnov;;vlak
49.4215225564914;14.8658576616645;743120;TA;Poøín;;vlak
49.5086768016881;14.6613989455009;552661;TA;Sudomìøice u Tábora;;vlak
49.4729625786769;14.6686053174943;552760;TA;Chotoviny;;vlak
48.9261648293246;13.9695153622405;739029;PT;Spálenec;;vlak
48.937143201388;13.9769969144273;738922;PT;Zbytiny;;vlak
48.9470952759277;14.018013173639;738823;PT;Skøínìøov;;vlak
48.9405372031849;14.0542820855619;738724;PT;Ovesné u Prachatic;;vlak
48.9563092856207;14.0551243259909;738625;PT;Chroboly;;vlak
48.9780656929582;14.0385573179786;738526;PT;Rohanov;;vlak
49.0058777068891;13.9976352796242;738427;PT;Prachatice láznì;;vlak
49.0149679855305;14.0085789740458;738328;PT;Prachatice;;vlak
49.0498713999791;14.0263076079369;738229;PT;Husinec;;vlak
49.0811554054425;14.0611101503989;738120;PT;Strunkovice nad Blanicí;;vlak
49.0964074752613;14.0760841061753;738021;PT;Blanice;;vlak
49.1263647766057;14.0839423307269;737924;ST;Bavorov;;vlak
49.1380046860967;14.1038379743101;737825;ST;Svinìtice;;vlak
49.1474130209709;14.1405615542364;737726;ST;Pra¾ák;;vlak
49.1451441926223;14.1801331624337;737627;ST;Vodòany;;vlak
49.15356124789;14.2215598059745;733527;ST;Èíèenice;;vlak
49.3954681563812;14.6425078029547;753723;TA;Horky u Tábora;;vlak
49.3849291253795;14.629032632821;753822;TA;Slapy;;vlak
49.3816380866955;14.6199302250766;753921;TA;Libìjice;;vlak
49.3597856147009;14.5856679504189;754028;TA;Mal¹ice;;vlak
49.3490893692922;14.5798845977593;754127;TA;Èenkov u Mal¹ic;;vlak
49.3338610636833;14.5727137764498;754226;TA;Tøebelice;;vlak
49.4054333697255;14.710919550183;5473634;TA;Tábor-Mì¹ice;;vlak
49.3246541283102;14.5664033624066;754325;TA;V¹echlapy;;vlak
49.3098829174853;14.5538502791319;754424;TA;Bechyòská Smoleè;;vlak
49.2949115153481;14.5413003203834;754523;TA;Sudomìøice u Bechynì;;vlak
49.2921993006942;14.5121540794203;754622;TA;Be¾erovice;;vlak
49.2933762724815;14.482770077943;754721;TA;Bechynì zastávka;;vlak
49.3000284816851;14.4776485819154;754820;TA;Bechynì;;vlak
49.4504528580825;14.6401226322134;754929;TA;Nasavrky;;vlak
49.4458451526699;14.5986532210149;755025;TA;Balkova Lhota;;vlak
49.4477880937414;14.5813360643216;755124;TA;Meziøíèí;;vlak
49.4478212381772;14.5353991865706;755223;TA;Padaøov;;vlak
49.4478032297509;14.4923735025701;755322;TA;Bo¾ejovice;;vlak
49.4405718165813;14.4205542380634;755421;PI;Sepekov;;vlak
49.4417224143757;14.3778310278303;755520;PI;Milevsko;;vlak
49.4214454789727;14.371418945876;755629;PI;Lí¹nice;;vlak
49.4028782820081;14.3457257365509;755728;PI;Branice;;vlak
49.3929036894226;14.3253583941105;755827;PI;Stehlovice;;vlak
49.382132996957;14.2912899742263;755926;PI;Jetìtice;;vlak
49.3716826467436;14.2732198321824;756023;PI;Èervená nad Vltavou;;vlak
49.3692421229043;14.2233352808575;756122;PI;Vlastec;;vlak
49.3432642908944;14.2036034314872;756221;PI;Záhoøí;;vlak
49.3402214959373;14.170943358323;756320;PI;Vrcovice;;vlak
49.313814822181;14.1615703094563;756429;PI;Písek mìsto;;vlak
49.2964704126491;14.1429471204158;756528;PI;Písek;;vlak
49.3127859294068;14.1359171803611;730929;PI;Písek zastávka;;vlak
49.2640396513227;14.1316312764229;756627;PI;Putim;;vlak
49.2446342234388;14.108555115619;734129;PI;Ra¾ice;;vlak
49.2445124737264;14.1394271629728;731224;PI;Heømaò;;vlak
49.2366704992707;14.1356484826916;734020;PI;Heømaò obec;;vlak
49.2237732004388;14.1648737842705;733923;PI;Skály;;vlak
49.2125602521586;14.211826640204;733824;PI;Protivín;;vlak
49.1964790700118;14.22253845925;733725;PI;Protivín zastávka;;vlak
49.1727050502151;14.2206733511691;733626;PI;Milenovice;;vlak
49.2493991808913;14.0571862579051;734228;ST;Sudomìø u Písku;;vlak
49.2515486092957;14.0156996441258;734327;ST;Èejetice;;vlak
49.2564848120205;13.9762756479516;734426;ST;Modle¹ovice;;vlak
49.2551600480853;13.9163578075594;761023;ST;Strakonice;;vlak
49.2581940458876;13.8490548316714;761221;ST;Pracejovice;;vlak
49.2692735388091;13.8234911368976;761320;ST;Katovice;;vlak
49.2882839173222;13.8008561568316;761429;ST;Dolní Poøíèí;;vlak
49.3051766900192;13.7788431730541;761528;ST;Støelské Ho¹tice;;vlak
49.4497621013489;13.7732885378155;746925;ST;Hradi¹tì u Blatné;;vlak
49.4437057059999;13.7901265832647;747022;ST;Lnáøe;;vlak
49.4387754555325;13.8099610692741;747121;ST;Tchoøovice;;vlak
49.4309085815416;13.8726234192498;747220;ST;Blatná;;vlak
49.4450490199917;13.875747070865;731828;ST;Bezdìdovice;;vlak
49.4769205054058;13.8664545997064;731729;ST;Závi¹ín;;vlak
49.5041051450694;13.8860166010183;731620;ST;Bìlèice;;vlak
49.4015005829932;13.8860617010984;731927;ST;Maèkov;;vlak
49.3845772384734;13.9366763567062;732024;ST;Sedlice;;vlak
49.378164646955;13.9447837661069;732123;ST;Sedlice mìsto;;vlak
49.3483332313318;13.9502669790466;732222;ST;Rojice;;vlak
49.3369178694588;13.9566401962376;732321;ST;Velká Turná;;vlak
49.3202332752773;13.9485618651643;732420;ST;Radomy¹l;;vlak
