lat;lon;ref:CIS_JR;official_name;local_ref
49.4558287187402;14.3252394854232;58620;Zbelítov,,náves;
49.4560986846756;14.32490972918;58620;Zbelítov,,náves;
49.2432322306468;13.903200459695;22280;Strakonice,,rozc.Mutěnice 0.1;
49.2432142509507;13.9030959502243;22280;Strakonice,,rozc.Mutěnice 0.1;
49.1811636015178;13.7452626799901;7093;Nová Ves,,rozc.Kváskovice 1.5;
49.1813739139764;13.7458675995502;7093;Nová Ves,,rozc.Kváskovice 1.5;
49.1832749464545;13.7356154279272;23664;Nová Ves,Lazna;
49.1836370694986;13.7355287907257;23664;Nová Ves,Lazna;
49.1872678604286;13.7336742300696;23663;Nová Ves;
49.1882944679681;13.7239345310623;23666;Nová Ves,Víska;
49.18813678322;13.7237633405178;23666;Nová Ves,Víska;
49.1913954268074;13.7155201870985;33365;Nová Ves,,rozc.Strašice 2.0;
49.1910400105126;13.7137749939938;33365;Nová Ves,,rozc.Strašice 2.0;
49.1894335198975;13.6969727854145;23665;Nová Ves,Lhota p.Kůstrým;
49.2171289754573;13.7293905865505;33367;Strašice,Škůdra,rozc.1.3;
49.2172336579253;13.7295239087898;33367;Strašice,Škůdra,rozc.1.3;
49.2139934791228;13.7525108467449;42285;Strašice,,samoty u Zvotok;
49.2139933670851;13.7524026256923;42285;Strašice,,samoty u Zvotok;
49.2113854454198;13.7571834235848;42284;Zvotoky;
49.2323573824833;13.7609906176588;40060;Volenice,Tažovice;
49.2323547792045;13.7608558270969;40060;Volenice,Tažovice;
49.2261307028804;13.7184997610804;16380;Krejnice,,Nad mlýnem;
49.2260951972394;13.7185563170755;16380;Krejnice,,Nad mlýnem;
49.2326623468043;13.7185791824852;16379;Krejnice;
49.2324464335622;13.7187355631312;16379;Krejnice;
49.2532017937964;13.7486470853962;40058;Volenice;
49.2532991252539;13.7483871266455;40058;Volenice;
49.2272764553028;13.7368813250155;40062;Strašice,,rozc.Vojnice 1.5;
49.2271432497371;13.736767133921;40062;Strašice,,rozc.Vojnice 1.5;
49.2307098253111;13.7661607733184;48119;Volenice,Tažovice,náves;
49.227699018223;13.803707282397;16181;Kraselov;
49.2277637714505;13.8038923495324;16181;Kraselov;
49.2330636292931;13.8052606838702;47849;Kraselov,Milčice,rozc.0.7;
49.2332532645838;13.8053836892585;47849;Kraselov,Milčice,rozc.0.7;
49.2456798354532;13.8096904366082;27849;Pracejovice,Makarov;
49.2458551593512;13.8100692883463;27849;Pracejovice,Makarov;
49.2566645261338;13.8148911889695;24014;Novosedly,Sloučín;
49.2570401334809;13.8151414818669;24014;Novosedly,Sloučín;
49.2669604581529;13.8340029486829;14180;Katovice,Liboč;
49.2668464589162;13.8342653580558;14180;Katovice,Liboč;
49.2587450529123;13.8504273608169;27847;Pracejovice;
49.2585232848014;13.850242127757;27847;Pracejovice;
49.2432013572525;13.8439751836057;7058;Drachkov;
49.2432151235053;13.8435692530652;7058;Drachkov;
49.2513298818627;13.8743164253834;33244;Strakonice,,Hůl pískovna;
49.2511369345871;13.8743800575239;33244;Strakonice,,Hůl pískovna;
48.7695626866133;14.755635529167;9964;Horní Stropnice,Světví;
48.7695698466945;14.7555251126414;9964;Horní Stropnice,Světví;
49.2137411898308;13.9264379295561;29336;Radošovice,Svaryšov;
49.2136058190731;13.9267158264058;29336;Radošovice,Svaryšov;
49.2082975159453;13.9316719785517;29335;Radošovice,Milíkovice;
49.20826951202;13.9317337237917;29335;Radošovice,Milíkovice;
49.1933661188727;13.9126853439254;10345;Hoštice;
49.1933232905275;13.9136092521565;10345;Hoštice;
49.1879773036278;13.9291502169424;21066;Milejovice;
49.1879038419516;13.9294571380619;21066;Milejovice;
49.1795403645876;13.8945619819584;28611;Přechovice;
49.179433826228;13.8949580491387;28611;Přechovice;
49.1791008954674;13.8094265950482;5083;Čestice,Střídka;
49.178986498048;13.8096086834276;5083;Čestice,Střídka;
49.201201400394;13.8393102850775;37649;Úlehle;
49.2010081866118;13.8394363223634;37649;Úlehle;
49.1965988395665;13.8342597157053;37650;Úlehle,Radkovice;
49.1961779078327;13.8336299964636;37650;Úlehle,Radkovice;
49.2022639431924;13.8287231768539;23201;Nihošovice,Jetišov,rozc.0.8;
49.2023420763661;13.8285843170663;23201;Nihošovice,Jetišov,rozc.0.8;
49.2150981234628;13.8041685373518;16182;Kraselov,,rozc.1.2;
49.2152606117326;13.8043279297291;16182;Kraselov,,rozc.1.2;
49.1926589706631;13.7997257798393;22856;Němčice;
49.1925058896464;13.7998107279422;22856;Němčice;
49.1956746294029;13.77881655575;10216;Hoslovice,Hodějov,rozc.2.0;
49.195755284913;13.7788288580966;10216;Hoslovice,Hodějov,rozc.2.0;
49.2119028987572;13.7819313303095;10217;Hoslovice,Škrobočov;
49.2120548587425;13.7819431462612;10217;Hoslovice,Škrobočov;
49.2167766533837;13.7900410191551;16186;Kraselov,Mladotice;
49.2168720413985;13.7897959494838;16186;Kraselov,Mladotice;
49.1859380206528;13.7551264840017;7089;Hoslovice,,rozc.Drážov 2.5;
49.18587435707;13.7551633197636;7089;Hoslovice,,rozc.Drážov 2.5;
49.4218454971103;13.8928002670213;1503;Blatná,,krematorium;
49.4219120475909;13.8928151378931;1503;Blatná,,krematorium;
49.4333569114306;13.871372923503;47826;Blatná,,Riegrova;
49.433382246158;13.8714751086169;47826;Blatná,,Riegrova;
49.4137973740307;13.9029171155201;1504;Blatná,,Lapač;
49.4136124329878;13.9032210715313;1504;Blatná,,Lapač;
49.4111442394557;13.9066745787132;1519;Blatná,Hněvkov,rozc.1.2;
49.4111650769934;13.9063811593159;1519;Blatná,Hněvkov,rozc.1.2;
49.4101927027742;13.9897785950291;19180;Lom;
49.4102643915597;13.9897371287117;19180;Lom;
49.401905376414;13.9910164903835;47515;Sedlice,,rozc.Jarotice 1.0;
49.401636283884;13.9910627084381;47515;Sedlice,,rozc.Jarotice 1.0;
49.3967464116203;13.9931467819778;31203;Sedlice,Důl;
49.396672316289;13.9932428100034;31203;Sedlice,Důl;
49.3873611654041;13.983198866402;55071;Sedlice,Mužetice,rozc.;
49.3871167069549;13.9831702578944;55071;Sedlice,Mužetice,rozc.;
49.3876227401381;13.9816214531346;31206;Sedlice,Mužetice;
49.3875555167409;13.9816595147242;31206;Sedlice,Mužetice;
49.3846505432553;13.9559040925318;31199;Sedlice,,pila Hrubec;
49.3845730844743;13.9552948767979;31199;Sedlice,,pila Hrubec;
49.377917232312;13.9440272948912;31195;Sedlice,,dílny;
49.3779672418649;13.9439406041477;31195;Sedlice,,dílny;
48.6313032469671;14.1664662804627;57506;Přední Výtoň,,náves;
49.1387767545398;13.9469040669026;63381;Předslavice,Marčovice;
49.2550814059525;13.8867594017917;33247;Strakonice,,chat.obl.;
49.25511501912;13.8873134905968;33247;Strakonice,,chat.obl.;
49.2414269646848;13.8954792659694;22279;Mutěnice;
49.2196137270474;13.8628849549486;18250;Libětice;
49.21939995159;13.8629017966395;18250;Libětice;
49.2115827062525;13.844232330162;37651;Úlehle,Švejcarova Lhota,rozc.3.0;
49.2115073043943;13.8443393671328;37651;Úlehle,Švejcarova Lhota,rozc.3.0;
49.0416008655524;15.0543334735662;5210;Číměř,Lhota,rozc.0.1;
49.0438219463584;15.094158750805;5212;Číměř,Potočná;
49.0438562212641;15.0941253721456;5212;Číměř,Potočná;
49.040293401482;15.0895393431391;5213;Číměř,Potočná,rozc.0.3;
49.0400793308674;15.089572771144;5213;Číměř,Potočná,rozc.0.3;
49.0206847709329;15.0757355935947;23517;Nová Bystřice,Smrčná;
49.0069115083557;15.1295182767026;23506;Nová Bystřice,Artolec;
49.006926409701;15.1295903569812;23506;Nová Bystřice,Artolec;
49.0043687436171;15.1607003728923;23512;Nová Bystřice,Mýtinky;
49.0839938996142;15.1261590834027;5311;Člunek,Kunějov;
49.083971444264;15.1260740222645;5311;Člunek,Kunějov;
49.113250981702;15.1572559799012;5312;Člunek,Lomy;
49.121343965534;15.1906145878927;17123;Kunžak,,nám.;
49.1214982692105;15.1911314592045;17123;Kunžak,,nám.;
49.12162755411;15.1911398063429;17123;Kunžak,,nám.;
49.1212556865244;15.1906237995072;17123;Kunžak,,nám.;
49.0854654590434;15.1890402306791;17125;Kunžak,Kaproun,háj.;
49.0854915381709;15.1890999101841;17125;Kunžak,Kaproun,háj.;
49.0773862649578;15.181735285157;17124;Kunžak,Kaproun;
49.077385669948;15.1817895319158;17124;Kunžak,Kaproun;
49.0741563952189;15.180141246985;17126;Kunžak,Kaproun,rozc.0.5;
49.0741082205242;15.1800913124196;17126;Kunžak,Kaproun,rozc.0.5;
49.0492582650673;15.1350478246286;23508;Nová Bystřice,Hůrky;
49.0493289995713;15.1350437809233;23508;Nová Bystřice,Hůrky;
49.0292079630825;15.1305877245797;23505;Nová Bystřice,Albeř,rozc.II;
49.029149581792;15.1306758312976;23505;Nová Bystřice,Albeř,rozc.II;
49.0248447444665;15.1751155055232;23510;Nová Bystřice,Klášter II;
49.0248874865661;15.1750686273028;23510;Nová Bystřice,Klášter II;
49.012117488084;15.2179936093738;23516;Nová Bystřice,Skalka;
49.0120948714622;15.2178086791593;23516;Nová Bystřice,Skalka;
49.0028884049513;15.2531589049893;32982;Staré Město p.Land.;
49.0029784850357;15.2531988870195;32982;Staré Město p.Land.;
49.0251867365045;15.2255527830863;32985;Staré Město p.Land.,Pomezí;
49.025248985465;15.2255332866149;32985;Staré Město p.Land.,Pomezí;
49.028082786337;15.2846185585569;32052;Slavonice,Stálkov;
49.0280047550565;15.2845075635562;32052;Slavonice,Stálkov;
49.0067498469192;15.3299243352259;43817;Slavonice,,Bejčkův mlýn;
49.0067944031228;15.3298926563;43817;Slavonice,,Bejčkův mlýn;
48.9960833312848;15.3483217882388;32048;Slavonice,,žel.st.;
48.9960583702969;15.3484572024826;32048;Slavonice,,žel.st.;
48.9946058178982;15.3353679957715;32050;Slavonice,Maříž,rozc.1.0;
48.9946600649544;15.3353219903656;32050;Slavonice,Maříž,rozc.1.0;
49.0037760780994;15.3043321116806;32049;Slavonice,Kadolec;
49.0037312762181;15.3042219550886;32049;Slavonice,Kadolec;
48.996011720617;15.35778466816;32046;Slavonice,,Otavan;
48.99607220678;15.3578481784659;32046;Slavonice,,Otavan;
49.0141348841852;15.3747116665338;52333;Slavonice,Mutišov;
49.0682875162682;15.3243134336415;4992;Český Rudolec,,pošta;
49.0683276114896;15.3244452599913;4992;Český Rudolec,,pošta;
48.9022989075101;14.2650416448864;16797;Křemže,Loučej,U Bartošů;
48.9022464175196;14.2649851575266;16797;Křemže,Loučej,U Bartošů;
48.8987834955664;14.2730179544459;16796;Křemže,Loučej;
48.8989253152926;14.27309098434;16796;Křemže,Loučej;
49.365428898179;13.9746774357859;31205;Sedlice,Holušice,rozc.2.0;
49.3651544432488;13.9754816003811;31205;Sedlice,Holušice,rozc.2.0;
49.3609903374535;13.9875618310828;31198;Sedlice,,obora myslivna;
49.3607028704351;13.9877842368264;31198;Sedlice,,obora myslivna;
49.1632758188216;14.9507707320811;13444;Jindřichův Hradec,Děbolín,žel.st.;
49.1633104560505;14.9508064947955;13444;Jindřichův Hradec,Děbolín,žel.st.;
49.1782328344731;14.938179646221;39060;Velký Ratmírov;
49.1781482128844;14.9382629138992;39060;Velký Ratmírov;
49.1762815455373;14.9786766010659;47317;Jindřichův Hradec,,bažantnice;
49.1763246550138;14.9787303760245;47317;Jindřichův Hradec,,bažantnice;
49.1654363711859;15.0154214872954;53391;Jindřichův Hradec,Dolní Skrýchov,obec;
49.164308463767;15.0137428992823;53391;Jindřichův Hradec,Dolní Skrýchov,obec;
49.1328248206514;15.0161507062298;13419;Jindřichův Hradec,,mlékárna;
49.1140530589747;15.0434302555687;10224;Horní Pěna,,rozc.Hrutkov 1.2;
49.1142212185623;15.0434841838933;10224;Horní Pěna,,rozc.Hrutkov 1.2;
49.1127400010188;14.9970087405068;13449;Jindřichův Hradec,Horní Žďár,host.;
49.235613223142;13.9094320365809;29333;Radošovice,,silo;
49.2353752895152;13.8991268504848;29331;Radošovice;
49.2350108983452;13.8986472843343;29331;Radošovice;
49.1951907231038;13.8814253432058;22902;Němětice;
49.1952386583426;13.8804780953152;22902;Němětice;
49.1866944847907;13.8626758361461;23199;Nihošovice;
49.1874848556597;13.8636642797173;23199;Nihošovice;
49.1849560857445;13.8521783133545;23200;Nihošovice,,lom;
49.1850711236765;13.8528270900892;23200;Nihošovice,,lom;
49.1939221858563;15.006192931584;13446;Jindřichův Hradec,Dolní Radouň,váha;
49.193965891552;15.0062241563063;13446;Jindřichův Hradec,Dolní Radouň,váha;
49.2011705850352;15.0035603900552;13445;Jindřichův Hradec,Dolní Radouň,škola;
49.2516820541824;15.0506300553283;8261;Hadravova Rosička;
49.2517971266866;15.0506885322251;8261;Hadravova Rosička;
49.0679033399863;15.0097115513774;5211;Číměř,Nová Ves,rozc.0.6;
49.0677884073549;15.0099783007553;5211;Číměř,Nová Ves,rozc.0.6;
49.0854563499063;15.0544025331622;9867;Horní Pěna,,Hejlíček;
49.0854005113066;15.0543617995447;9867;Horní Pěna,,Hejlíček;
49.1008566157328;14.9920348860235;6799;Dolní Žďár;
49.0908397704505;14.9851569165432;6800;Dolní Žďár,Horní Lhota,rozc.0.2;
49.083664662501;14.9791444494531;17502;Dolní Žďár,,Lipovská Bašta;
49.0836446420023;14.9793005777968;17502;Dolní Žďár,,Lipovská Bašta;
49.1594524913193;14.9574884430529;13443;Jindřichův Hradec,Děbolín;
49.1596036012453;14.9575933654859;13443;Jindřichův Hradec,Děbolín;
49.1694300167747;13.8057456811949;5076;Čestice,,škola;
49.1692754171114;13.8053750423599;5076;Čestice,,škola;
49.1677296391147;13.803475303971;5074;Čestice;1
49.1674618488758;13.8035121666264;5074;Čestice;2
49.1675387162474;13.8037952401238;5074;Čestice;3
49.1679341533188;13.8037140490072;5074;Čestice;1
49.1608121686626;13.7759250272189;7215;Dřešín;
49.1606533563894;13.7762197350569;7215;Dřešín;
49.1642864252195;13.7787718542658;7217;Dřešín,,rozc.0.2;
49.1678742267174;13.7728956745741;7218;Dřešín,Dřešínek;
49.1681781961946;13.7719345073752;7218;Dřešín,Dřešínek;
49.1674789513569;13.7675461596237;50586;Dřešín,Hořejšice,rozc.0.2;
49.1675412553704;13.7679731157719;50586;Dřešín,Hořejšice,rozc.0.2;
49.1673658219391;13.7410850563143;7087;Drážov;
49.1672177876563;13.7415582665479;7087;Drážov;
49.1643339866174;13.7279007544429;7094;Drážov,Zálesí,Jednota;
49.1642968307402;13.727874280573;7094;Drážov,Zálesí,Jednota;
49.158565821868;13.7148045191375;7095;Drážov,Zálesí,samoty;
49.158287975865;13.7146273009317;7095;Drážov,Zálesí,samoty;
49.1603194949259;13.7385128048839;7088;Drážov,,rozc.1.0;
49.1602526260215;13.7394527000277;7088;Drážov,,rozc.1.0;
49.1433722307884;13.7594334757737;7219;Dřešín,Chvalšovice;
49.1431913646262;13.7581636524153;7219;Dřešín,Chvalšovice;
49.1510321685443;13.7717962331222;7216;Dřešín,,chat.obl.;
49.1508779180823;13.771350943841;7216;Dřešín,,chat.obl.;
49.1460427289179;13.7662911483039;38005;Dřešín,Chvalšovice,rozc.Vacovice 1.8;
49.146155060734;13.766411275307;38005;Dřešín,Chvalšovice,rozc.Vacovice 1.8;
49.1427832812;13.7911472511437;38004;Vacovice,,Kamení;
49.1428542409165;13.7911316777828;38004;Vacovice,,Kamení;
49.1463896106592;13.817942888182;48076;Čestice,Krušlov,rozc.0.6;
49.155559809597;13.817070071535;48077;Čestice,Nuzín,rozc.1;
49.1555287875335;13.8170329753797;48077;Čestice,Nuzín,rozc.1;
49.1574890705541;13.8221080294481;5081;Čestice,Nuzín;
49.1409566471437;13.8303279365322;5080;Čestice,Nahořany;
49.1412571685;13.8327893414736;5080;Čestice,Nahořany;
49.1538001581874;13.8479226568625;40095;Volyně,Starov;
49.154349795266;13.8489929126497;40095;Volyně,Starov;
49.1589203702632;13.865773839811;40096;Volyně,Zechovice;
49.1589422095065;13.8657356805406;40096;Volyně,Zechovice;
49.160182196778;13.8736541953848;40097;Volyně,Zechovice,ACHP;
49.1605632095538;13.8740061011479;40097;Volyně,Zechovice,ACHP;
49.1360876754513;13.864674023127;20218;Malenice,Zlešice;
49.1360395468311;13.8645537921032;20218;Malenice,Zlešice;
49.1259119631417;13.8813234215935;20217;Malenice;
49.1261242201705;13.8822332380295;20217;Malenice;
49.1438092479143;13.9115398904698;40094;Volyně,Černětice;
49.1437532776828;13.9118781535963;40094;Volyně,Černětice;
49.1498589146659;13.9063395710885;23219;Volyně,Černětice,žel.st.Nišovice;
49.1503029361549;13.9053435182105;23219;Volyně,Černětice,žel.st.Nišovice;
49.1573617221235;13.8983529307898;23218;Nišovice;
49.1572280891409;13.8984115993569;23218;Nišovice;
49.1602168721843;13.9419019281045;67646;Litochovice,,u rybníka;
49.1602900887354;13.941826964258;67646;Litochovice,,u rybníka;
49.1658884899976;13.9439592847196;18964;Litochovice,Neuslužice;
49.1658306012374;13.9439115137236;18964;Litochovice,Neuslužice;
49.1725988438358;13.9622436742949;18965;Litochovice,Střítež;
49.1726309098202;13.9620420765709;18965;Litochovice,Střítež;
49.1723075108903;13.9806863968474;18966;Skály,,rozc.Střítež 1.9;
49.1723504421639;13.9808230659418;18966;Skály,,rozc.Střítež 1.9;
49.1652590899954;13.97771367328;4406;Čepřovice,Ovčín;
49.165138595523;13.9775911181273;4406;Čepřovice,Ovčín;
49.1556703047802;13.974776966767;4402;Čepřovice;
49.1554273701416;13.9748979769533;4402;Čepřovice;
49.1455447564462;13.9621829470316;28602;Předslavice,Kakovice;
49.1453228607665;13.9830882368038;4404;Čepřovice,Jiřetice;
49.1455392535533;13.9831290729069;4404;Čepřovice,Jiřetice;
49.1362861559516;14.0191117566131;606;Krajníčko,Helfenburk,rozc.0.3;
49.1365048226475;14.01939372772;606;Krajníčko,Helfenburk,rozc.0.3;
49.1320957953554;14.0351143714792;15975;Krajníčko,Štětín;
49.1216711223303;14.0780894110593;598;Bavorov,,nám.;1
49.1315631949217;14.0500186954511;607;Bavorov,Leskovec;
49.1316427806924;14.0498351326316;607;Bavorov,Leskovec;
49.1368914224669;14.0425936174196;610;Krajníčko,,rozc.Útěšov 0.5;
49.1370148326374;14.0426012355119;610;Krajníčko,,rozc.Útěšov 0.5;
49.1475769751935;14.0292870366266;15974;Krajníčko;
49.1474771353627;14.0292724686223;15974;Krajníčko;
49.1583316259501;14.0302965462091;20657;Měkynec;
49.158231468758;14.0303716304631;20657;Měkynec;
49.1861639124684;14.026587922551;29174;Radějovice;
49.1862140488578;14.0266287319986;29174;Radějovice;
49.1891581635234;14.0025192481531;17240;Kváskovice;
49.1886544173438;14.0021189247845;17240;Kváskovice;
49.2115946729468;13.9813160008428;48114;Třešovice,,náves;
49.2115579116777;13.9811688687687;48114;Třešovice,,náves;
49.2112235979609;13.979853824564;36839;Třešovice;
49.2111190705537;13.9799142904411;36839;Třešovice;
49.2107402473136;13.9646658372387;17155;Kuřimany,,rozc.1.0;
49.2108053399428;13.9635636343589;17155;Kuřimany,,rozc.1.0;
49.2037726006772;13.9681191612139;17154;Kuřimany;
49.2132678075196;13.9537606518463;21168;Miloňovice,Sudkovice;
49.2132477536712;13.9536424189268;21168;Miloňovice,Sudkovice;
49.2206237149383;13.9575516389031;21165;Miloňovice;
49.220475327433;13.9572785714199;21165;Miloňovice;
49.2189865289224;13.946912613552;21166;Miloňovice,,rozc.1.0;
49.219181595876;13.9458899624284;21166;Miloňovice,,rozc.1.0;
49.2198222675842;13.9369217773765;21167;Miloňovice,Nová Ves;
49.2197903627929;13.936490457028;21167;Miloňovice,Nová Ves;
49.2314828072164;13.918822289662;29334;Radošovice,Kapsova Lhota;
49.2315799982062;13.9189681588737;29334;Radošovice,Kapsova Lhota;
48.9359667257107;14.4041491750925;9311;Homole,Nové Homole;
48.9232763379085;14.3741007957676;40143;Vrábče,,Nová hospoda;
48.9231482051932;14.3731670890626;40143;Vrábče,,Nová hospoda;
48.9172716100671;14.3576006386093;40144;Vrábče,,žel.zast.;
48.9172036914923;14.3577558756837;40144;Vrábče,,žel.zast.;
48.9270534967552;14.34412512145;40147;Vrábče,Slavče;
48.9142461537359;14.3480631187884;40148;Vrábče,Slavče,rozc.2.0;
48.9141756571813;14.3480969359601;40148;Vrábče,Slavče,rozc.2.0;
48.905407400761;14.3294698167366;16799;Křemže,Mříčí,žel.zast.rozc.;
48.9054138129727;14.3295531527525;16799;Křemže,Mříčí,žel.zast.rozc.;
48.9058731373004;14.3135338776892;16788;Křemže,,Doubek;
48.905905165805;14.313192563632;16788;Křemže,,Doubek;
48.9102251358064;14.3041911725412;16789;Křemže,,Pasíčka;
48.910168613861;14.3041318495062;16789;Křemže,,Pasíčka;
48.9166665325771;14.2982262219883;16793;Křemže,Chlumeček;
48.9165110324105;14.2989257557709;16793;Křemže,Chlumeček;
48.9220463212631;14.2957731416401;16800;Křemže,Stupná;
48.9221132429731;14.2959878711433;16800;Křemže,Stupná;
48.9284931916289;14.2921544136859;16801;Křemže,Stupná,U Borku;
48.9284347482228;14.2920315713703;16801;Křemže,Stupná,U Borku;
48.9352122554915;14.2782170466801;16794;Křemže,Chmelná;
48.9351232146991;14.2781594634151;16794;Křemže,Chmelná;
49.4704310530933;13.9885629600587;22393;Myštice,Svobodka;
