@lat,@lon,official_name,name,ref:CIS_JR,ref,bus,public_transport,@count,@id,local_ref
48.9756090,14.5010723,,Vrbenská - vlečka,,,yes,platform,,3394656535,
48.9755650,14.4996911,,Vrbenská - vlečka,,,yes,platform,,3394656536,
48.9753216,14.5046217,,Pekárny,,,yes,platform,,3394656537,
48.9753623,14.5060939,,Pekárny,,,yes,platform,,3394656538,
48.9750826,14.5091751,,Hraniční,,,yes,platform,,3394656539,
48.9749799,14.5092568,,Hraniční,,,yes,platform,,3394656540,
48.9724746,14.5084353,,Kovárna,,,yes,platform,,3394656541,
48.9702772,14.5162417,,Zvonárna,,,yes,platform,,3394656542,
48.9698049,14.5199650,,"""Dobrá Voda, U Křížku""",,,yes,platform,,3394656543,
48.9696318,14.5202870,,"""Dobrá Voda, U Křížku""",,,yes,platform,,3394656544,
48.9689617,14.5227385,,"""Dobrá Voda, Domov důchodců""",,,yes,platform,,3394656545,
48.9689270,14.5231654,,"""Dobrá Voda, Domov důchodců""",,,yes,platform,,3394656546,
48.9841081,14.4463625,,Václava Talicha,,,yes,platform,,3394665153,
48.9843032,14.4470915,,Václava Talicha,,,yes,platform,,3394665154,
48.9901815,14.4498146,,U Výměníku,,,yes,platform,,3394665158,
48.9898932,14.4502608,,U Výměníku,,,yes,platform,,3394665159,
48.9914827,14.4540576,,Vltava střed,,,yes,platform,,3394665164,
48.9917079,14.4537653,,Vltava střed,,,yes,platform,,3394665165,
48.9935606,14.4616832,,Voříškův dvůr,,,yes,platform,,3394665166,
48.9935709,14.4610525,,Voříškův dvůr,,,yes,platform,,3394665167,
48.9836040,14.4727038,,Družba - IGY,,,no,platform,,3394680637,
48.9831078,14.4781143,,Jírovcova,,,yes,platform,,3394680638,
48.9824659,14.4808244,,Palackého náměstí,,,no,platform,,3394680639,
48.9826314,14.4805956,,Palackého náměstí,,,yes,platform,,3394680640,
48.9814207,14.4848509,,Skuherského,,,yes,platform,,3394680641,
48.9812097,14.4853425,,Skuherského,,,yes,platform,,3394680642,
48.9604274,14.4719073,,Šumavská,,,yes,platform,,3394680643,
48.9600741,14.4718772,,Šumavská,,,yes,platform,,3394680644,
48.9480754,14.4647974,,Náměstí Bratří Čapků,,,yes,platform,,3394680645,
48.9455986,14.4647221,,Rožnov,,,yes,platform,,3394680646,
48.9451701,14.4648461,,Rožnov,,,yes,platform,,3394680647,
48.9686791,14.4683916,,KOH-I-NOOR – U Vodárny,,,yes,platform,,3395075946,
48.9280697,14.4560852,,"""Včelná, Pod Tratí""",,,yes,platform,,3395075947,
48.9289788,14.4568073,,"""Včelná, Pod Tratí""",,,yes,platform,,3395075948,
48.9242676,14.4539194,,Včelná,,,yes,platform,,3395075949,
48.9241407,14.4537129,,Včelná,,,yes,platform,,3395075950,
48.9210903,14.4529783,,"""Včelná, Jiráskova""",,,yes,platform,,3395075951,
48.9205627,14.4523523,,"""Včelná, Jiráskova""",,,yes,platform,,3395075952,
48.9207917,14.4458312,,"""Včelná, Točna""",,,yes,platform,,3395075960,
48.9205708,14.4462421,,"""Včelná, Točna""",,,yes,platform,,3395075961,
48.9261032,14.4440685,,"""Boršov nad Vltavou, Železniční stanice""",,,yes,platform,,3395081742,
48.9259710,14.4442456,,"""Boršov nad Vltavou, Železniční stanice""",,,yes,platform,,3395081743,
48.9218388,14.4368501,,"""Boršov nad Vltavou, U Mostu""",,,yes,platform,,3395081744,
48.9215285,14.4366470,,"""Boršov nad Vltavou, U Mostu""",,,yes,platform,,3395081745,
48.9167733,14.4300946,,"""Boršov nad Vltavou, Březí""",,,yes,platform,,3395081751,
48.9220765,14.4345036,,"""Boršov nad Vltavou, náves""",,,yes,platform,,3395115460,
48.9256352,14.4125829,,"""Homole, Černý Dub, rozcestí""",,,yes,platform,,3395115461,
48.9256284,14.4123130,,"""Homole, Černý Dub, rozcestí""",,,yes,platform,,3395115462,
48.9189953,14.3957254,,"""Vrábče, Koroseky, rozcestí""",,,yes,platform,,3395115463,
48.9177528,14.3773598,,Vrábče,,,yes,platform,,3395115464,
48.9059128,14.3864776,,"""Vrábče, Kroclov""",,,yes,platform,,3395115469,
48.9055114,14.4024789,,"""Boršov nad Vltavou, Jamné""",,,yes,platform,,3395115470,
48.9162094,14.4032154,,"""Boršov nad Vltavou, Zahorčice""",,,yes,platform,,3395115478,
48.9871535,14.4456220,,Větrná,,,yes,platform,,3401936825,
48.9869627,14.4467516,,Větrná,,,yes,platform,,3401936826,
48.9861598,14.4494385,,Čtyři Dvory,,,yes,platform,,3401936827,
48.9860770,14.4504279,,Čtyři Dvory,,,yes,platform,,3401936828,
48.9867313,14.4408319,,Máj - Milady Horákové,,,yes,platform,,3401936830,
48.9933954,14.4491226,,Otavská,,,yes,platform,,3401985174,
48.9937972,14.4492759,,Otavská,,,yes,platform,,3401985175,
48.9966981,14.4486332,,U Hvízdala,,,yes,platform,,3401985176,
48.9962999,14.4494567,,Vltava,,,yes,platform,,3401985177,
48.9995512,14.4497038,,Nákupní centrum Géčko,,,no,platform,,3401985178,
48.9998453,14.4494905,,Nákupní centrum Géčko,,,no,platform,,3401985179,
49.0025486,14.4494121,,Globus,,,no,platform,,3401985181,
48.9447999,14.5207925,,"""Staré Hodějovice, Náves""",,,yes,platform,,3402890696,
48.9451079,14.5207073,,"""Staré Hodějovice, Náves""",,,yes,platform,,3402890697,
48.9448038,14.5122213,,"""Staré Hodějovice, Zastávka""",,,yes,platform,,3402890698,
48.9448706,14.5116623,,"""Staré Hodějovice, Zastávka""",,,yes,platform,,3402890699,
48.9463975,14.5042714,,Nové Hodějovice – točna,,,yes,platform,,3402890700,
48.9509609,14.5014799,,Nové Hodějovice,,,yes,platform,,3402892048,
48.9511876,14.5016207,,Nové Hodějovice,,,yes,platform,,3402892049,
48.9553868,14.4974783,,Nové Hodějovice – Za hřbitovem,,,yes,platform,,3402892052,
48.9556179,14.4982570,,Nové Hodějovice – Za hřbitovem,,,yes,platform,,3402892053,
48.9570864,14.4928176,,Mladé – točna,,,yes,platform,,3402898444,
48.9571751,14.4929859,,Mladé – točna,,,yes,platform,,3402898445,
48.9574788,14.4928650,,Mladé – točna,,,yes,platform,,3402898446,
48.9597952,14.4904539,,Družstevní dům,,,yes,platform,,3402898448,
48.9598470,14.4901639,,Družstevní dům,,,yes,platform,,3402898449,
48.9643127,14.4877671,,Dopravní podnik,,,yes,platform,,3402900078,
48.9635669,14.4880979,,Dopravní podnik,,,yes,platform,,3402900079,
48.9707155,14.4841729,,Průmyslová,,,yes,platform,,3402912091,
48.9704316,14.4845770,,Průmyslová,,,yes,platform,,3402912092,
48.9758850,14.4817655,,Jeronýmova,,,yes,platform,,3402915093,
48.9759466,14.4813489,,Jeronýmova,,,yes,platform,,3402915094,
48.9913029,14.4660126,,Průběžná,,,yes,platform,,3402936589,
48.9887825,14.4633361,,Pražské sídliště,,,yes,platform,,3402936590,
48.9871113,14.4667603,,Čéčova,,,yes,platform,,3402936591,
48.9624744,14.4795479,,Havlíčkova kolonie - Malý jez,,,yes,platform,,3402963718,
48.9642133,14.4830305,,Křižíkova,,,yes,platform,,3402963719,
48.9642963,14.4828563,,Křižíkova,,,yes,platform,,3402963722,
48.9612889,14.4841067,,Havlíčkova kolonie - Aspera,,,yes,platform,,3402963723,
48.9613797,14.4842489,,Havlíčkova kolonie - Aspera,,,yes,platform,,3402963724,
48.9662195,14.4796557,,Marie Vydrové,,,yes,platform,,3403015563,
48.9659445,14.4794493,,Marie Vydrové,,,yes,platform,,3403015564,
48.9666193,14.4816099,,Čechova,,,yes,platform,,3403015565,
48.9664769,14.4814257,,Čechova,,,yes,platform,,3403015566,
48.9701683,14.4813385,,Alešova,,,yes,platform,,3403015567,
48.9697997,14.4811328,,Alešova,,,yes,platform,,3403015568,
48.9826320,14.4875296,,Blahoslavova,,,yes,platform,,3403015569,
48.9827756,14.4870973,,Blahoslavova,,,yes,platform,,3403015570,
48.9848762,14.4872656,,Žerotínova,,,yes,platform,,3403015571,
48.9847996,14.4884427,,Žerotínova,,,yes,platform,,3403015572,
48.9865629,14.4934884,,Husova Kolonie,,,yes,platform,,3403015581,
48.9905052,14.5036094,,Okružní – točna,,,yes,platform,,3403023204,
48.9909116,14.5037027,,Okružní – točna,,,yes,platform,,3403023205,
48.9970897,14.5076793,,Slévárenská,,,yes,platform,,3403023227,
48.9972483,14.5077229,,Slévárenská,,,yes,platform,,3403023228,
48.9963499,14.4951501,,Areál VŠTE,,,yes,platform,,3403023239,
48.9815022,14.4560728,,U Parku,,,yes,platform,,3403623018,
48.9813619,14.4564788,,U Parku,,,yes,platform,,3403623019,
48.9777369,14.4903736,,Dobrovodská,,,yes,platform,,3403623020,
48.9779956,14.4908956,,Dobrovodská,,,yes,platform,,3403623021,
48.9789657,14.4954230,,Madeta,,,yes,platform,,3403623022,
48.9787056,14.4948885,,Madeta,,,yes,platform,,3403623023,
48.9814170,14.5036043,,Rozcestí Hlinsko,,,yes,platform,,3403623024,
48.9812335,14.5029761,,Rozcestí Hlinsko,,,yes,platform,,3403623025,
48.9837705,14.5098132,,Nové Vráto,,,yes,platform,,3403623026,
48.9836249,14.5089243,,Nové Vráto,,,yes,platform,,3403623027,
48.9854513,14.5146257,,Nové Vráto - U Pily,,,yes,platform,,3403623028,
48.9854167,14.5151806,,Nové Vráto - U Pily,,,yes,platform,,3403623029,
48.9868646,14.5156232,,Nové Vráto - U Scanie,,,yes,platform,,3403623035,
48.9642900,14.4168120,,"""Litvínovice, Mokré, Točna""",,,yes,platform,,3403650394,
48.9645104,14.4180723,,"""Litvínovice, Mokré""",,,yes,platform,,3403650395,
48.9649820,14.4238616,,"""Litvínovice, Mokré, Zastávka""",,,yes,platform,,3403650396,
48.9644617,14.4272501,,"""Litvínovice, Šindlovy Dvory""",,,yes,platform,,3403650397,
48.9628653,14.4343016,,"""Litvínovice, Šindlovy Dvory, Náves""",,,yes,platform,,3403650398,
48.9621968,14.4460835,,"""Litvínovice, Stráňka""",,,yes,platform,,3403650399,
48.9622010,14.4516036,,Litvínovice,,,yes,platform,,3403650400,
48.9620697,14.4523415,,Litvínovice,,,yes,platform,,3403650401,
48.9674950,14.4634704,,Autocamping,,,yes,platform,,3403650402,
48.9677356,14.4641068,,Autocamping,,,yes,platform,,3403650403,
48.9837255,14.5069401,,Nové Vráto – Okružní,,,yes,platform,,3403781507,
48.9837478,14.5070790,,Nové Vráto – Okružní,,,yes,platform,,3403781508,
48.9970858,14.4986913,,Okružní - VŠTE,,,yes,platform,,3403781509,
48.9974424,14.4984680,,Okružní - VŠTE,,,yes,platform,,3403781510,
49.0001496,14.4917168,,Okružní - Mane,,,yes,platform,,3403781513,
49.0004497,14.4913103,,Okružní - Mane,,,yes,platform,,3403781514,
49.0024942,14.4832745,,Nemanická,,,yes,platform,,3403781516,
49.0026868,14.4826778,,Nemanická,,,yes,platform,,3403781517,
48.9512324,14.4540222,,"""Planá, Letiště""",,,yes,platform,,3403844307,
48.9513639,14.4542872,,"""Planá, Letiště""",,,yes,platform,,3403844308,
48.9457273,14.4522916,,"""Planá, náves""",,,yes,platform,,3403844309,
48.9456112,14.4519968,,"""Planá, náves""",,,yes,platform,,3403844310,
48.9422668,14.4494620,,Planá,,,yes,platform,,3403844313,
48.9419112,14.4483026,,Planá,,,yes,platform,,3403844314,
48.9432371,14.4525891,,"""Planá, Náves – střed""",,,yes,platform,,3403844315,
48.9394278,14.4387455,,"""Homole, Zemědělská technika""",,,yes,platform,,3403844316,
48.9394015,14.4379845,,"""Homole, Zemědělská technika""",,,yes,platform,,3403844317,
48.9391822,14.4292310,,Homole,,,yes,platform,,3403844318,
48.9390460,14.4296274,,Homole,,,yes,platform,,3403844319,
48.9395894,14.4248576,,"""Homole, Diagnostický ústav""",,,yes,platform,,3403844320,
48.9394905,14.4246641,,"""Homole, Diagnostický ústav""",,,yes,platform,,3403844321,
48.9359172,14.4046415,,"""Homole, Nové Homole""",,,yes,platform,,3403844322,
48.9309824,14.3932483,,"""Homole, Nové Homole, Korosecký dvůr""",,,yes,platform,,3403844323,
48.9935656,14.4070620,,Haklovy Dvory,,,yes,platform,,3406014085,
48.9926948,14.4138076,,"""Haklovy Dvory, křižovatka""",,,yes,platform,,3406014086,
48.9930642,14.4126591,,"""Haklovy Dvory, křižovatka""",,,yes,platform,,3406014087,
48.9906130,14.4285408,,Zavadilka,,,yes,platform,,3406014088,
48.9907957,14.4273911,,Zavadilka,,,yes,platform,,3406014089,
48.9905134,14.4310052,,"""Zavadilka, zahrádky""",,,yes,platform,,3406014090,
48.9903063,14.4326907,,"""Zavadilka, zahrádky""",,,yes,platform,,3406014091,
48.9878888,14.5272064,,Vráto,,,yes,platform,,3406091115,
48.9874966,14.5252746,,Vráto,,,yes,platform,,3406091116,
48.9889119,14.5318372,,"""Rudolfov, rozcestí""",,,yes,platform,,3406091119,
48.9890990,14.5322220,,"""Rudolfov, rozcestí""",,,yes,platform,,3406091120,
48.9864867,14.5201518,,"""Vráto, Zastávka""",,,yes,platform,,3406101143,
48.9925108,14.5360480,,"""Rudolfov, zámek""",,,yes,platform,,3406112653,
48.9923876,14.5350288,,"""Rudolfov, zámek""",,,yes,platform,,3406112654,
48.9938830,14.5420758,,"""Rudolfov,Kostel""",,,yes,platform,,3406121939,
48.9891660,14.5374547,,"""Rudolfov, Hlincohorská""",,,yes,platform,,3406156467,
48.9891713,14.5379214,,"""Rudolfov, Hlincohorská""",,,yes,platform,,3406156468,
48.9887629,14.5415915,,"""Rudolfov, na Americe""",,,yes,platform,,3406156469,
48.9856090,14.5552779,,"""Hlincová Hora, Ke Hřišti""",,,yes,platform,,3406175669,
48.9840238,14.5566059,,Hlincová Hora,,,yes,platform,,3406175670,
48.9853436,14.5539975,,"""Hlincová Hora, Okružní""",,,yes,platform,,3406175671,
49.4470533,14.6271930,,Svrabov,,,yes,platform,,3414617914,
49.4645332,14.6101777,,Radkov,29238,,yes,platform,,3414617944,A
49.1991008,14.4056613,,"""Temelín, Zvěrkovice""",,,yes,stop_position,,3423043057,
49.1989218,14.4053383,,"""Temelín, Zvěrkovice""",,,yes,stop_position,,3423050309,
49.2084143,14.4111978,,"""Týn nad Vltavou, rozc.Záluží 0.7""",,,yes,stop_position,,3423585458,
49.0595596,13.7760538,,"""Vimperk, sídliště""",39504,,yes,platform,,3508454664,
49.4045782,14.7138616,,"""Tábor, Měšice, V Zástavech""",51342,,yes,platform,,3525271621,
49.4539793,14.6540361,,"""Košín, kiosek""",,,yes,platform,,3526244188,
49.4210207,14.6423397,,"""Tábor, Klokoty, točna""",51347,,yes,platform,,3579301858,
48.8981981,14.4469196,,Kamenný Újezd,,,yes,platform,,3583835210,
48.8980429,14.4465157,,Kamenný Újezd,,,yes,platform,,3583835211,
49.4126617,14.6684618,,"""Tábor, 9. května""",57644,,yes,platform,,3587905678,
49.4127993,14.6657273,"""Tábor, Křižíkovo nám.""","""Tábor, Křižíkovo náměstí""",35325,,yes,platform,,3587907717,
49.4100897,14.6770289,,"""Tábor, Údolní""",51352,,yes,platform,,3587908211,
49.4043902,14.6500520,,"""Tábor, Pintovka""",51334,,yes,platform,,3607003117,
49.5060200,14.6129240,,Borotín,,,yes,platform,,3607940245,1
49.4998300,14.6352536,,"""Borotín,,starý zámek""",,,,,,3607940250,
49.5081919,14.6544764,,"""Sudoměřice u Tábora,,U hájovny""",,,,,,3607940251,
49.5077711,14.6537710,,"""Sudoměřice u Tábora,,U hájovny""",,,,,,3607940252,
49.4730604,14.6579683,"""Chotoviny, rozc. 2.0""","""Chotoviny,,rozc.2.0""",,,yes,platform,,3607940259,
49.4573582,14.6585131,,Košín,,,yes,platform,,3607940261,
49.4566512,14.6584096,,Košín,,,yes,platform,,3607940262,
49.4565195,14.6584060,,Košín,,,yes,platform,,3607940263,
49.4438028,14.6372408,,"""Svrabov, Hejlov""",,,yes,platform,,3607940269,
49.4518305,14.6406108,,Nasavrky,,,yes,platform,,3607940270,
49.4555317,14.6405279,,Radimovice u Tábora,,,yes,platform,,3607940271,
49.4483095,14.6755089,"""Tábor, Stoklasná Lhota""",Stoklasná Lhota,,,yes,platform,,3607940273,
49.3769234,14.6989964,,"""Sezimovo Ústí, Kovosvit""",31496,,yes,platform,,3620567588,
49.4035795,14.6824123,,"""Tábor, Nad Řekou""",57641,,yes,platform,,3622026429,
49.4232600,14.7035260,"""Tábor, Záluží""",Záluží,,,yes,platform,,3634343703,1
49.4231530,14.7036910,"""Tábor, Záluží""",Záluží,,,yes,platform,,3634343704,2
49.4230048,14.7088586,"""Tábor, Záluží, škola""",Záluží škola,51354,,yes,platform,,3634343705,
49.4266827,14.7132529,"""Tábor, Záluží, rozc. Hlinice""","""Záluží, rozcestí Hlinice""",51353,,yes,platform,,3634343706,
49.4292648,14.7184403,"""Tábor, Hlinice""",Hlinice,,,yes,platform,,3634343707,1
49.3576199,14.6998084,"""Planá n. Luž., U řadovek""","""Planá nad Lužnicí, u řadovek""",55152,,yes,platform,,3646789800,
49.3589593,14.7002728,"""Planá n. Luž., U řadovek""",Planá nad Lužnicí U řadovek,55152,,yes,platform,,3646789801,
49.4230148,14.6783398,,"""Tábor, Čekanice, Na vyhlídce""",,,yes,platform,,3649900020,1
49.4231926,14.6785678,,"""Tábor, Čekanice, Na vyhlídce""",,,yes,platform,,3649905125,2
49.4170912,14.6830787,,"""Tábor, DITA""",52883,,yes,platform,,3649979505,
49.4148298,14.6861324,,"""Tábor, Brisk a. s.""",,,yes,platform,,3649979510,2
49.4149860,14.6862050,,"""Tábor, Brisk a. s.""",,,yes,platform,,3649979511,1
49.4155106,14.6839611,,"""Tábor, Stránského""",,,yes,platform,,3649979518,2
49.4157942,14.6835642,,"""Tábor, Stránského""",,,yes,platform,,3649979524,1
49.2279452,14.7132083,,"""Dráchov, u mostu""",7060,,yes,platform,,3650411133,
49.4162545,14.6905561,,"""Tábor, Vožická Elektroizola""",,,yes,platform,,3651064181,2
49.4159609,14.6894183,,"""Tábor, Vožická Elektroizola""",,,yes,platform,,3651065499,1
49.4043923,14.7144148,,"""Tábor, Měšice, V Zástavech""",51342,,yes,platform,,3670859426,
49.4052932,14.7087264,,"""Tábor, Měšice, žel. přejezd""",51339,,yes,platform,,3670874253,
49.4056864,14.7012595,,"""Tábor, Měšice, nám.""",35326,,yes,platform,,3670874254,
49.4064493,14.6961239,,"""Tábor, Měšice, Požární útvar""",51340,,yes,platform,,3670874255,
49.4064711,14.6949392,,"""Tábor, Měšice, Požární útvar""",51340,,yes,platform,,3670874256,
49.0254502,13.6530959,,"""Nové Hutě,,polesí""",,,,,,3679010691,
48.9665071,13.5927484,,"""Kvilda, Bučina, státní hranice""",,,yes,platform,,3682133707,
49.4593675,14.6879097,,"""Chotoviny, Vrážná""",,,yes,platform,,3685732700,
49.1269169,14.3965300,,"""Olešník,Chlumec,Třešňovka""",,,,,,3696539871,
49.1266908,14.3965991,,"""Olešník,Chlumec,Třešňovka""",,,,,,3696539872,
49.1396520,14.3851518,"""Olešník, Nová Ves, rozc. 0.5""",,,,,,,3696547181,
49.1394365,14.3856376,"""Olešník, Nová Ves, rozc. 0.5""","""Olešník, Nová Ves, rozcestí 0,5 km""",,,,,,3696547182,
49.1595975,14.3730541,"""Temelín, Kočín, rozc.1.0""","""Temelín, Kočín, rozcestí 1,0 km""",,,,,,3696547183,
49.1607862,14.3740148,"""Temelín, Kočín, rozc.1.0""","""Temelín, Kočín, rozcestí 1,0 km""",,,,,,3696547184,
49.1157136,14.4053243,,"""Olešník,Chlumec,rozc.0.5""",,,,,,3696597773,
49.1161055,14.4051130,,"""Olešník,Chlumec,rozc.0.5""",,,,,,3696597774,
49.0951062,14.4152333,,"""Olešník,Stará Obora""",,,,,,3696606192,
49.0946531,14.4147993,,"""Olešník,Stará Obora""",,,,,,3696606193,
49.0737343,14.4146661,,"""Hluboká nad Vltavou, Křivonoska""",,,,,,3696614136,
49.0734315,14.4145675,,"""Hluboká nad Vltavou, Křivonoska""",,,,,,3696614137,
49.0832564,14.4112212,,"""Hluboká nad Vltavou, Blaná, hájovna""",,,,,,3696614384,
49.0818405,14.4109047,,"""Hluboká nad Vltavou, Blaná, hájovna""",,,,,,3696614385,
49.0584521,14.4267820,,"""Hluboká nad Vltavou, Hvězdáře""",,,,,,3696617581,
49.0582367,14.4264887,,"""Hluboká nad Vltavou, Hvězdáře""",,,,,,3696617582,
49.0548850,14.4277545,"""Hluboká n. Vlt., pod hotelem""","""Hluboká nad Vltavou, pod hotelem""",8912,,yes,platform,,3696628471,
49.0546659,14.4276314,"""Hluboká n. Vlt., pod hotelem""","""Hluboká nad Vltavou, pod hotelem""",8912,,yes,platform,,3696628472,
49.0365315,14.4314735,"""Hluboká n.Vlt., žel.st., rozc.1.0""","""Hluboká nad Vltavou, železniční stanice, rozcestí (1,0 km)""",,,,,,3696634851,
49.0363873,14.4311791,"""Hluboká n.Vlt., žel.st., rozc.1.0""","""Hluboká nad Vltavou, železniční stanice, rozcestí (1,0 km)""",,,,,,3696634852,
49.0227123,14.4348049,"""Hluboká n.Vlt., Bavorovice, rozc.0.5""","""Hluboká nad Vltavou, Bavorovice, rozcestí (0,5 km)""",,,,,,3696640062,
49.0209113,14.4349960,"""Hluboká n.Vlt., Bavorovice, rozc.0.5""","""Hluboká nad Vltavou, Bavorovice, rozcestí (0,5 km)""",,,,,,3696640063,
49.1797117,14.3885360,"""Temelín, Březí u Týna, JE""","""Temelín, Březí u Týna, JE""",,,yes,platform,,3696649057,
49.1805171,14.3894859,"""Temelín, Březí u Týna, JE""","""Temelín, Březí u Týna, JE""",,,yes,platform,,3696650808,
49.1812440,14.3885681,"""Temelín, Březí u Týna, JE""","""Temelín, Březí u Týna, JE""",,,yes,platform,,3696650809,
49.5227525,14.5691566,"""Borotín, Libenice, Nové Libenice""",Nové Libenice,55057,,yes,platform,,3699681082,
49.2717036,14.4556371,,"""Týn nad Vltavou, Nuzice""",,,yes,platform,,3704187150,
49.2715720,14.4554743,,"""Týn nad Vltavou, Nuzice""",,,yes,platform,,3704187151,
49.2515500,14.4466440,,"""Týn nad Vltavou, Netěchovice""",,,yes,platform,,3704546644,
49.2515921,14.4464750,,"""Týn nad Vltavou, Netěchovice""",,,yes,platform,,3704546645,
49.2439567,14.4378518,,"""Týn nad Vltavou, Jarošovice, rozc. 1.0""",,,yes,platform,,3704582540,
49.2439593,14.4380023,,"""Týn nad Vltavou, Jarošovice, rozc. 1.0""",,,yes,platform,,3704582541,
49.0515838,14.5121120,,"""Lišov, Lhotice, rozc.1.0""",,,yes,stop_position,,3709772326,
49.4080674,14.7314765,,"""Tábor, Camping Knížecí rybník""",51327,,yes,platform,,3733366936,
49.4071133,14.7414410,,"""Tábor, Zárybničná Lhota""",35343,,yes,platform,,3733366937,
49.4073238,14.7419338,,"""Tábor, Zárybničná Lhota""",35343,,yes,platform,,3733366938,
49.4071441,14.7425790,,"""Tábor, Zárybničná Lhota""",35343,,yes,platform,,3733366939,
49.3980351,14.5982560,,Dražičky,,,,,,3733451330,
49.3887475,14.6413080,,"""Tábor, Větrovy""",35340,,yes,platform,,3733461974,
49.3749691,14.7068169,,"""Sezimovo Ústí, II Průmyslová""",54607,,yes,platform,,3742898326,
49.3800188,14.7027516,"""Sezimovo Ústí Ⅱ, 9. května, MŠ""","""Sezimovo Ústí Ⅱ, 9. května, mateřská škola""",,,yes,platform,,3742898327,
49.3793513,14.7072976,,"""Sezimovo Ústí, II Svépomoc""",54606,,yes,platform,,3742898328,
49.3540250,14.6989806,"""Planá n. Luž., Za mostem""","""Planá nad Lužnicí, za mostem""",64191,,yes,platform,,3742898329,
49.3479161,14.7106638,"""Planá n. Luž., Strkovská""","""Planá nad Lužnicí, Strkovská""",55008,,yes,platform,,3742898330,
49.3447831,14.7168265,"""Planá n. Luž., Strkov""","""Planá nad Lužnicí, Strkov""",26755,,yes,platform,,3742898332,
49.3447932,14.7166180,"""Planá n. Luž., Strkov""","""Planá nad Lužnicí, Strkov""",26755,,yes,platform,,3742898333,
48.7895331,13.9513456,"""Nová Pec, žel.st.""","""Nová Pec, železniční stanice""",,,yes,stop_position,,3744149915,
49.4194882,14.6433644,,"""Tábor, Klokoty""",35323,,yes,platform,,3744685034,
49.0496598,13.8964933,,Žárovná,,,yes,platform,,3749118049,
49.0497676,13.8968802,,Žárovná,,,yes,platform,,3749118050,
49.4138700,14.6745595,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3751759457,1
49.4139574,14.6744414,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3751759458,5
48.6224519,14.3064452,,"""Vyšší Brod, klášter""",,,yes,stop_position,,3796943823,
48.8034179,13.8897524,,"""Nová Pec, Jelení Vrchy U Koželuhů""",,,yes,stop_position,,3797857673,
49.0032358,13.6190251,,"""Kvilda, Františkov""",,,yes,stop_position,,3797903413,
48.7910622,13.9482627,,Nová Pec,,,yes,stop_position,,3797903414,
48.8477500,14.3808284,,"""Zlatá Koruna,Harazim""",,,,,,3808949566,
49.0022689,13.7666865,,"""Vimperk, Arnoštka""",,,yes,platform,,3857122278,
49.0024557,13.7663779,,"""Vimperk, Arnoštka""",,,yes,platform,,3857122279,
49.0510670,13.7725233,,"""Vimperk,ZZN""",,,,,,3858618056,
49.0511784,13.7720540,,"""Vimperk,ZZN""",,,,,,3858620557,
49.0400115,13.7605532,,"""Vimperk,Klášterec,rozc.1.0""",,,yes,platform,,3860488813,
49.0314884,13.7629199,,"""Vimperk,Solná Lhota""",,,yes,platform,,3861273608,
49.0316068,13.7627534,,"""Vimperk,Solná Lhota""",,,yes,platform,,3861273609,
49.0153794,13.7690481,,"""Vimperk,Korkusova Huť""",,,yes,platform,,3861283864,
49.0155392,13.7689129,,"""Vimperk,Korkusova Huť""",,,yes,platform,,3861283865,
49.3949674,14.6894597,,"""Tábor, Stop Shop""",56953,,yes,platform,,3881937634,
49.0549834,13.7951227,,"""Vimperk,,ČSAD""",,,yes,platform,,3882983001,
49.0550007,13.7957184,,"""Vimperk,,ČSAD""",,,yes,platform,,3882983002,
49.4139658,14.6747342,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277128,2
49.4140617,14.6748997,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277129,3
49.4141469,14.6750580,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277130,4
49.4140558,14.6746250,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277131,6
49.4141446,14.6747960,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277132,7
49.4142298,14.6749525,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277133,8
49.4140369,14.6743576,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277140,9
49.4141292,14.6745377,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277141,10
49.4143351,14.6748906,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277143,12
49.4142286,14.6747050,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277144,11
49.4141244,14.6742466,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277148,13
49.4141682,14.6742502,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277149,14
49.4142570,14.6744958,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277150,15
49.4143020,14.6744995,"""Tábor, aut.nádr.""","""Tábor, autobusové nádraží""",,,yes,platform,,3908277151,16
