@lat,@lon,official_name,name,ref:CIS_JR,ref,bus,public_transport,@count,@id,local_ref
49.4438718,14.8245827,"""Dolní Hořice, Chotčiny, rozc. 0.5""","""Chotčiny, rozcestí""",6522,,yes,platform,,364637908,
49.4630811,14.6851704,,"""Chotoviny, Vrážná, Sever""",,,yes,platform,,376970768,
49.0551848,13.7788902,,"""Vimperk, Základní škola TGM""",,,yes,stop_position,,410925635,
49.1853233,15.2858996,,"""Studená, ul. 1. Máje""",,,,,,434059504,
49.0661459,15.1584266,,"""Nová Bystřice,Senotín žel.st.""",,,yes,platform,,434349797,
49.0589566,15.1676872,,"""Nová Bystřice,Klenová""",,,yes,platform,,434349798,
49.0299799,15.1400046,,"""Nová Bystřice,Osika""",,,yes,platform,,434353647,
49.0298084,15.1407760,,"""Nová Bystřice,Osika""",,,yes,platform,,434353648,
49.0006594,15.3436822,,"""Slavonice,OPK""",,,yes,platform,,436154005,
49.2070138,14.5830483,,,,,yes,platform,,444557022,
48.8502829,14.3495828,,,,,,,,444601963,
48.8480319,14.3472399,,,,,yes,platform,,444601991,
48.7014226,14.3881082,,,,,yes,platform,,444629752,
48.6041926,14.4046559,,,,,yes,platform,,444629960,
48.6170865,14.3110822,,"""Vyšší Brod, nám.""",,,yes,stop_position,,444634478,
49.5135591,14.5405828,,"""Jistebnice, Stružinec""",,,,,,452656591,
49.3127590,14.1462480,,"""Písek, Kulturní dům""",,,yes,stop_position,,456749138,
49.3007984,14.1481287,,"""Písek, Nádražní""",,,yes,stop_position,,456749159,
49.3102249,14.1352843,,"""Písek, Burketova""",,,yes,stop_position,,456749187,
49.3105125,14.1402887,,"""Písek, Čelakovského""",,,yes,stop_position,,456749191,
49.3062428,14.1505864,,"""Písek, Budovcova""",,,yes,stop_position,,456749197,
49.3100699,14.1548741,,"""Písek, Žižkova""",,,yes,stop_position,,456749229,
49.0154250,14.6002932,,"""Lišov,,Přívorka""",,,yes,platform,,459787709,
49.0688735,13.6201105,,"""Zadov, Sporthotel""",,,yes,platform,,467114172,
49.0679809,13.6253275,,"""Zadov, Hotel Churáňov""",,,yes,platform,,467651012,
49.0858698,13.6418574,,Kusov,,,yes,platform,,467687923,
49.0909107,13.6422353,,Domov Duchodcu,,,yes,platform,,467690388,
49.0787097,13.6348944,,U Krizku,,,,,,467691001,
49.0738753,13.6337259,,"""Zadov, Pod Javorem""",,,,,,467692143,
49.0668016,13.6304620,,"""Zadov, Horská Služba""",,,yes,platform,,467694389,
48.6472889,14.4340724,,"""Dolní Dvořiště, Rybník""",,,yes,platform,,471797852,
49.3009231,14.1305999,,"""Písek, Na Rozhledně""",,,yes,stop_position,,475543804,
49.5654100,14.7767200,,"""Šebířov, Bouřilka""",,,yes,platform,,495647352,1
49.5740456,14.7976518,,"""Šebířov, Popovice""",65216,,yes,platform,,500943476,
49.2966616,14.3875432,,,,,,,,504484086,
49.2957860,14.3885075,,,,,,,,504484087,
49.4496123,14.3610025,"""Milevsko, aut. st.""","""Milevsko, autobusové stanoviště""",21083,,yes,platform,,525564200,16
49.5761400,14.7626300,,Slapsko,,,yes,platform,,537991349,1
48.9590513,14.9346763,,"""Chlum u Třeboně, garáže ČSAD""",,,yes,platform,,567113620,
49.2555459,14.7172239,,"""Soběslav, Zimní stadion""",32362,,yes,platform,,600817297,
49.2556393,14.7174332,,"""Soběslav, Zimní stadion""",32362,,yes,platform,,600817310,
49.3591745,14.5437962,"""Malšice, Dobřejice, háj.""","""Dobřejice, hájovna""",20313,,yes,platform,,602334660,
49.3611649,14.5336691,,"""Malšice, Dobřejice""",20312,,yes,platform,,602335138,
49.5264987,14.5224910,,"""Jistebnice, Alenina Lhota""",,,,,,609362861,
49.5285951,14.8506098,"""Mladá Vožice, Staniměřice""",Staniměřice,21426,,yes,platform,,609948560,
49.5129666,14.8989352,,Blatnice,,,,,,609963756,
49.5740048,14.7976100,,"""Šebířov, Popovice""",65216,,yes,platform,,610013745,
49.1400493,15.0102119,"""Jindřichův Hradec, Jáchymova""",Jáchymova,13408,,yes,platform,,610889588,
49.1405333,15.0117097,"""Jindřichův Hradec, Jáchymova""",Jáchymova,13408,,yes,platform,,610889693,
49.4323924,14.4846474,,"""Opařany, Hodušín, rozc.Skrýchov""",,,,,,614980686,
48.9269142,14.4945686,,"""Vidov, Náves""",,,yes,platform,,629581361,
48.9300232,14.4969714,,"""Vidov, V Domkách""",,,yes,platform,,630546397,
48.9294351,14.4967391,,"""Vidov, V Domkách""",,,yes,platform,,630546398,
48.9699862,14.4750366,,U Soudu,,,yes,platform,,641759504,
48.9706225,14.4746309,,U Soudu,,,yes,platform,,641759595,
49.0076794,14.4464116,,České Vrbné,,,no,platform,,647188818,
49.0283675,14.8000845,,,,,,,,648514628,
49.0290397,14.8011038,,,,,,,,648514630,
49.4723047,14.4932588,,"""Jistebnice, Svoříž""",,,,,,659722909,
48.9393820,14.4785547,,"""Roudné, Rozcestí""",,,yes,platform,,664837180,
48.9412151,14.4782886,,Na Děkanských polích,,,yes,platform,,664837454,
48.9409816,14.4783535,,Na Děkanských polích,,,yes,platform,,664838591,
48.9343570,14.4812110,,"""Roudné, Zastávka""",,,yes,platform,,664839576,
48.9342664,14.4811574,,"""Roudné, Zastávka""",,,yes,platform,,664839579,
48.9345275,14.4869377,,"""Roudné, Náves""",,,yes,platform,,664840163,
48.9345267,14.4867422,,"""Roudné, Náves""",,,yes,platform,,664840241,
48.9445205,14.4811507,,Nové Roudné,,,yes,platform,,664841212,
49.3149312,14.2485196,,Kluky,,,,,,668587305,
49.4039894,14.7031056,,"""Tábor, Měšice, V průhonu""",35327,,yes,platform,,672834974,
49.4041861,14.7028732,,"""Tábor, Měšice, V průhonu""",35327,,yes,platform,,672834983,
49.3137758,14.6445424,,"""Želeč, u bytovek""",42560,,yes,platform,,673705194,
49.3184537,14.6463708,,Želeč,42559,,yes,platform,,673705199,
49.3968548,14.7285590,"""Tábor, Kozí Hrádek rozc. 0.5""","""Tábor, Kozí Hrádek rozcestí 0.5""",35349,,yes,platform,,674136772,
49.3779291,14.7689752,,"""Turovec, u kapličky""",,,yes,platform,,674136776,
49.3626142,14.7194568,"""Planá n. Luž., Svit""","""Planá nad Lužnicí, Svit""",26753,,yes,platform,,674299069,
49.0038507,15.2534373,,,,,,,,688975354,
48.9708826,14.2729006,,,,,,,,690267800,
48.9702821,14.5155339,,Zvonárna,,,yes,platform,,703839221,
49.5114472,14.5687886,,"""Jistebnice, Smrkov, Palouky""",,,,,,704741737,
49.5121582,14.4615854,,"""Nadějkov, Větrov, šlecht.st.rozc.""",,,yes,platform,,716864671,
49.5162323,14.4672903,,"""Nadějkov, Větrov""",,,,,,716864711,
49.5199489,14.4801777,,"""Nadějkov, Kaliště, I""",,,,,,716864764,
49.3424923,14.7165720,"""Planá n. Luž., Okružní bytovky""","""Planá nad Lužnicí, Okružní bytovky""",62682,,yes,platform,,766751365,
48.8057585,14.3142894,,"""Český Krumlov, Tavírna""",,,yes,platform,,775373934,
49.1619580,15.0142409,,,,,yes,platform,,775992813,
48.9982958,13.9312888,,Záblatí,,,,,,782932241,
49.4843814,14.5641565,,"""Jistebnice, Ludvíkov""",,,,,,797327396,
49.0138569,14.0050512,"""Prachatice, aut. nádr.""",5,28040,,yes,platform,,802738830,5
49.2799423,14.7013729,,"""Klenovice, Ovčín""",31598,,yes,platform,,806916653,
49.2876310,14.6898893,,"""Skalice, Rybova Lhota""",31599,,yes,platform,,806916731,
48.9961520,13.9155698,,Zvěřenice,,,,,,810261754,
49.0195553,13.9282405,,Kratušín,,,,,,810277531,
49.5986922,14.7510041,,"""Šebířov, Vrcholtovice""",34671,,yes,platform,,818403223,
49.3006118,14.7293514,,"""Roudná, Janov""",43329,,yes,platform,,818610742,
49.3267046,14.7438429,,"""Košice, Lipky""",48090,,yes,platform,,818610778,
49.3034275,14.6949118,,Skalice,31597,,yes,platform,,818626665,
49.3033211,14.7184706,,"""Roudná, ObÚ""",47867,,yes,platform,,818626764,
49.3122041,14.6791012,,"""Skalice, Třebiště""",31600,,yes,platform,,818626810,
49.4293820,14.7190320,"""Tábor, Hlinice""",Hlinice,,,yes,platform,,824091955,2
49.4586896,14.7269217,"""Chotoviny, Jeníčkova Lhota, háj.""","""Chotoviny, Jeníčkova Lhota, hájovna""",11877,,yes,platform,,824091957,
49.4667280,14.7356290,"""Ratibořské Hory, Podolí, rozc. 0.3""","""Ratibořské Hory, Podolí, rozcestí 0.3""",,,yes,platform,,824091958,1
49.4727309,14.7453354,"""Ratibořské Hory, Ratibořice, rozc. 1.5""","""Ratibořské Hory, Ratibořice, rozcestí 1.5""",29659,,yes,platform,,824091975,
49.4627405,14.7697706,,Ratibořské Hory,29651,,yes,platform,,824092133,
49.3318636,14.8233775,"""Choustník, Kajetín, rozc. 0.5""","""Kajetín, rozcestí 0.5""",11905,,yes,platform,,827195226,
49.3539366,14.7899015,,,,,yes,platform,,827195258,
49.3587806,14.8633352,,,,,yes,platform,,827195282,
49.1637830,13.7792084,"""Dřešín, rozc. 0.2""","""Dřešín, rozcestí 0.2""",7217,,yes,platform,,833185912,
48.9186453,14.4977079,,"""Heřmaň, U lomu""",,,yes,platform,,897980455,
49.0993701,14.5722207,,,,,yes,platform,,906963483,
48.9330530,14.6190362,,"""Ledenice, aut. st.""",,,,,,913510659,
48.9365087,14.6257172,,"""Ledenice, Dolní""",,,,,,913517438,
48.9224096,14.6152042,,"""Ledenice, Ledenický nábytek""",,,,,,913517440,
48.9399083,14.5865417,,"""Ohrazení,Rozcestí""",,,yes,platform,,913908864,
48.9426319,14.5692325,,"""Zborov, rozcestí""",,,,,,913908886,
48.9377458,14.5963212,,"""Ledenice, Mysletín, rozcestí""",,,yes,platform,,913908903,
48.7286626,14.7728231,,,,,yes,platform,,923638711,
49.5281577,14.8058456,,"""Mladá Vožice, Táborská""",,,yes,platform,,937215185,1
49.0152735,14.6120998,,,,,yes,platform,,942823981,
49.2242885,14.4233241,,"""Týn n. Vlt., Jiráskova ul.""",,,yes,platform,,994082246,
48.9757378,14.7128829,,Spolí u Ledenic,,,yes,platform,,996888176,
48.9741514,14.7028020,,Spolí - Bašta,,,yes,platform,,996888633,
49.3463096,14.3930532,,"""Borovany,,rozc.Rozárka""",,,,,,1004137970,
49.3428555,14.3924583,,Borovany,,,,,,1004138495,
48.9721875,13.6760853,,Zahrádky,,,,,,1011590337,
49.1149468,13.7758656,,Onsovice rozcestí,,,yes,platform,,1070431845,
49.4839667,14.5922558,,"""Borotín, Vesec""",,,yes,platform,,1079909101,
49.3034635,14.1373636,,"""Písek, Šrámkův most""",,,yes,stop_position,,1119837500,
49.2996329,14.1456641,,"""Písek, U autobusového nádraží""",,,yes,stop_position,,1119837501,
49.3038572,14.1459622,,"""Písek, Švantlova""",,,yes,platform,,1119837502,
49.2976307,14.1642796,,"""Písek, U Hřebčince""",26634,,yes,platform,,1119837503,
49.3018706,14.1598098,,"""Písek, Za kapličkou""",26668,,yes,platform,,1119837505,
49.3047876,14.1546964,,"""Písek, Budějovická""",,,yes,stop_position,,1119837506,
49.3061229,14.1543347,,"""Písek, Harantova""",,,yes,stop_position,,1119837509,
49.3013038,14.1338937,,"""Písek, Na Rozhledně""",,,yes,stop_position,,1119837510,
48.8135167,14.3899287,,Mirkovice,,,yes,platform,,1142136999,
48.8105260,14.4025649,,Žaltice,,,yes,platform,,1142141221,
49.0612865,15.2674912,,"""Český Rudolec, Matějovec""",,,,,,1153207413,
49.0103327,14.7845875,,"""Třeboň, Na Kopečku""",,,yes,platform,,1177463336,
49.0054065,14.8080311,,,,,yes,platform,,1177536803,
49.3189647,14.2431116,,,,,,,,1189343780,
49.3213852,14.2887385,,Chřešťovice,,,,,,1189344371,
49.3221474,14.2766828,,"""Kluky, rozc. Dobešice""",,,yes,platform,,1189345036,
49.3228783,14.2332744,,"""Kluky, Probulov""",,,,,,1189345924,
48.9942269,14.1527490,,1,,,yes,platform,,1199420433,
49.1657299,13.8861233,,"""Volyně, nám.""",,,yes,platform,,1223294623,
48.9861202,14.4717175,,U Trojice,,,yes,platform,,1224201996,
48.9845610,14.4718716,,Družba - IGY,,,yes,platform,,1224202001,
48.9808026,14.4415431,,Dubenská,,,yes,platform,,1224272575,
48.9814850,14.4410133,,Dubenská,,,yes,platform,,1224272577,
48.9849479,14.4524903,,Evžena Rošického,,,yes,platform,,1224272580,
48.9847730,14.4511554,,Evžena Rošického,,,yes,platform,,1224272595,
48.9772691,14.4779268,,Poliklinika Sever,,,yes,platform,,1226765696,3
49.2580175,13.9023356,,"""Strakonice, hrad""",33243,,yes,platform,,1231074253,
49.5079774,14.6598491,,"""Sudoměřice u Tábora,,žel.st.""",,,,,,1244127535,
49.0257385,14.5024921,,"""Borek, Točna""",,,no,platform,,1258912887,
49.0206906,14.4985545,,Borek,,,yes,platform,,1258912901,
49.0202656,14.4983983,,Borek,,,yes,platform,,1258912906,
