"1.máje"
"17.listopadu"
"40. pluku"
"5. května"
"5.května,U Šk.statku"
"A.Kratochvíla"
"A.S.A."
"Aachen,,ZOLL"
"Abertamy,,Barbora"
"Abertamy,,nám."
"Abertamy,,pila"
"Abertamy,nám."
"Abertamy,Plešivec,rozc.3"
"Absetz,Gh.Tanneneck"
"Abzw.Ottenzell"
"Adalbertinum"
"Adamov"
"Adamov,,Dělnická"
"Adamov,,Královský Vrch"
"Adamov,Horka"
"Adamov,Horka točna"
"Adamov,III"
"Adamov,III točna"
"Adamov,Karlov"
"Adamov,Kolonka"
"Adamov,obchodní dům"
"Adamov,Stará huť"
"Adamov,závod"
"Adamov,žel.st."
"Adamov,žel.st.točna"
"Adamov,žel.zast."
"Adelova"
"Adorf,Bahnhof"
"Adršpach,,skály"
"Adršpach,Dolní Adršpach"
"Adršpach,Dolní Adršpach,odb.Zdoňov"
"Adršpach,Dolní Adršpach,skály"
"Adršpach,Dolní Adršpach,zámek"
"Adršpach,Horní Adršpach,žel.zast."
"Agrostav"
"Aigenstadel,B12"
"Aichach,,Bäckerei Zametzer"
"Ainaži,CLO"
"akademika Bedrny"
"Albert HM"
"Albert hypermarket"
"Albert Hypermarket"
"Albita,,ZOLL"
"Albita,CLO"
"Albita,ZOLL"
"Albrechtice n.Orl.,,1.máje"
"Albrechtice n.Orl.,,Borek"
"Albrechtice n.Orl.,,obchodní centrum"
"Albrechtice n.Orl.,,odb.Nová Ves"
"Albrechtice n.Orl.,1.máje"
"Albrechtice n.Orl.,Borek"
"Albrechtice n.Orl.,obchodní centrum"
"Albrechtice n.Orl.,odb.Nová Ves"
"Albrechtice n.Vlt."
"Albrechtice n.Vlt.,,rozc.0.3"
"Albrechtice n.Vlt.,Chřešťovice"
"Albrechtice n.Vlt.,Jehnědno"
"Albrechtice n.Vlt.,Jehnědno,U křížku"
"Albrechtice n.Vlt.,Nový Dvůr"
"Albrechtice n.Vlt.,Údraž"
"Albrechtice n.Vlt.,Údraž,chalupy"
"Albrechtice n.Vlt.,Újezd"
"Albrechtice n.Vlt.,Újezd,II"
"Albrechtice n.Vlt.,Všeteč,rozc."
"Albrechtice v Jiz.h.,,Jizerka"
"Albrechtice v Jiz.h.,,pomník"
"Albrechtice v Jiz.h.,,pošta"
"Albrechtice v Jiz.h.,,škola"
"Albrechtice,,bytovky"
"Albrechtice,,dvůr Červenky"
"Albrechtice,,hor.konec"
"Albrechtice,,křiž."
"Albrechtice,,nákupní středisko"
"Albrechtice,,ObÚ"
"Albrechtice,,ozdravovna"
"Albrechtice,,sídliště"
"Albrechtice,,střed"
"Albrechtice,,u splavu"
"Albrechtice,,Wawreczka"
"Albrechtice,,Zámostí"
"Albrechtice,,žel.st."
"Albrechtice,nákupní středisko"
"Albrechtice,Pardubice"
"Albrechtice,sídliště"
"Albrechtice,střed"
"Albrechtice,u hráze"
"Albrechtice,vodojem"
"Albrechtice,žel.st."
"Albrechtičky,,Jednota"
"Albrechtičky,,mateřská škola"
"Alejní"
"Alessandria"
"Alešova"
"Almosenreuth"
"Aloise Kříže"
"Alojzov"
"Alšova"
"Altötting,Bf."
"Alusuisse"
"Amfiteátr"
"Ammeraal Beltech"
"Amsterdam,,Duivendrecht Stationsplein"
"Amsterdam,,Sloterdijk"
"Amsterdam,Schiphol Airport"
"Amsterdam,Sloterdijk"
"Andělská Hora,,aut.st."
"Andělská Hora,,Dolní obec"
"Andělská Hora,,hor.obec"
"Andělská Hora,,chaty"
"Andělská Hora,,rozc."
"Andělská Hora,Dolní obec"
"Andělská Hora,hor.obec"
"Andělská Hora,chaty"
"Andělská Hora,Pustá Rudná,samota"
"Andělská Hora,rozc."
"Anenii Noi,aut.nádr."
"Anenská"
"Anenská Studánka,,Domov u studánky"
"Anenská Studánka,,křiž."
"Anenská Studánka,,žel.zast."
"Anenské náměstí"
"Anežky České"
"Anger"
"Anglické nábřeží"
"Annaberg-Buchholz,Bahnhofstr."
"Annaberg-Buchholz,Busbahnhof"
"Annaberg-Buchholz,Gerisch Ruh"
"Annaberg-Buchholz,RVE"
"Annaberg-Buchholz,Turnhalle"
"Annaberg-Buchholz,Unterer Bahnhof"
"Annecy,,gare rout.-rue de l'Industrie"
"Antala Staška"
"Antoníčkův pramen"
"Antonína Sovy"
"Antonínova"
"Antonínův Důl"
"Aquasvět"
"Arad,autogara Transdara"
"Arber Bergbahn,Talstation"
"Arbesova"
"Areál Labe"
"Areál VŠTE"
"archiv"
"Archlebov"
"Arkáda"
"Arlanda,,Airport Terminal 4 & 5"
"Armex"
"Arnbruck,Dorfplatz"
"Arneštovice"
"Arneštovice [PE]"
"Arneštovice [PE],,křiž.0.2"
"Arneštovice [PE],,rozc.Krasolesí"
"Arneštovice,,rozc.Krasolesí"
"Arnhem,,C.S. Sonsbeek exit"
"Arnhem,,Centr.St.Uitgang Sonsbeek"
"Arnhem,Centr.St.Uitgang Sonsbeek"
"Arnoldstein,,ZOLL"
"Arnoldstein,ZOLL"
"Arnolec"
"Arnolec [JI]"
"Arnoltice"
"Arnoltice,,u Pajonků"
"Arnoltice,u Pajonků"
"Arrach,Bahnhof"
"Ártánd,oh.ZOLL"
"Aš,,Lidový dům"
"Aš,,sídliště"
"Aš,2.ZŠ Hlávkova"
"Aš,CLO"
"Aš,Dolní Paseky"
"Aš,Dolní Paseky,rozc."
"Aš,Doubrava"
"Aš,garáže"
"Aš,Horní Paseky"
"Aš,Horní Paseky,rozc."
"Aš,hřbitov točna"
"Aš,Chebská"
"Aš,Janáčkova křiž."
"Aš,kino"
"Aš,Kopaniny"
"Aš,Kopaniny,rest."
"Aš,Krajka"
"Aš,Kvapilova potraviny"
"Aš,Lidový dům"
"Aš,Mokřiny"
"Aš,Mokřiny,Dolní Mokřiny"
"Aš,Mokřiny,domky"
"Aš,Mokřiny,rozc."
"Aš,Mokřiny,škola"
"Aš,Nebesa"
"Aš,nem."
"Aš,Nemocniční sídl."
"Aš,Nový Žďár"
"Aš,Palackého"
"Aš,přádelna Okružní"
"Aš,rozc.slévárna"
"Aš,Saská"
"Aš,sídliště"
"Aš,Střelnice"
"Aš,Studentská"
"Aš,Tosta ředitelství"
"Aš,Vernéřov"
"Aš,Vernéřov,rozc."
"Aš,ZDM"
"Aš,ZŠ Okružní"
"Aš,žel.st."
"Aš,žel.st.město"
"Atletický stadion"
"Au,,ZOLL"
"Augsburg,,Fernbushaltestelle Biberbachstraße"
"Augsburg,,P+R Augsburg Nord"
"Augustów,Dom Nauczyciela"
"Augustów,Wojska Polskiego"
"Aussernbrünst,B12"
"aut.nádr."
"aut.st."
"aut.st.pod Kanadou"
"autobusová stanice"
"Autobusové nádraží"
"Autobusové stanoviště"
"Autocamping"
"Autodrom"
"Autoškola"
"Avignon,,Le Pontet(Le Lac)"
"Baarova I."
"Baarova II."
"Babberick,,ZOLL"
"Babberick,ZOLL"
"Babice"
"Babice [TR]"
"Babice [TR],Bolíkovice"
"Babice n.Svit.,dol.zast."
"Babice n.Svit.,hor.zast."
"Babice u Rosic"
"Babice,,Babičky"
"Babice,,čekárna"
"Babice,,hřbitov"
"Babice,,kostel"
"Babice,,Nová Ves"
"Babice,,pošta"
"Babice,,spín.st."
"Babice,,u hřiště"
"Babice,,ZD"
"Babice,Cerony"
"Babice,Zvěřetice,rozc.1.0"
"Babylon,,Hadrovec"
"Babylon,,hotel Belveder"
"Babylon,,hotel Bohmann"
"Babylon,,koupaliště"
"Bäckerreuth"
"Bácovice [PE],,rozc.0.5"
"Bácovice [PE],,rozc.1.0"
"Bácovice,,rozc.1.0"
"Bačalky,,horní"
"Bačalky,,střed"
"Bačalky,Lično"
"Bačetín,,Brtva"
"Bačetín,,ObÚ"
"Bačetín,,odb.Sudín"
"Bačetín,Sudín,farma"
"Bačice [TR],Udeřice,rozc.1.0"
"Bačice [TR],Udeřice,točna"
"Bačkov,,I"
"Bačkov,,II"
"Bačkov,,rozc.Lubno"
"Bačkovice"
"Bačkovice [TR]"
"Bad Bentheim,,ZOLL"
"Bad Bentheim,ZOLL"
"Bad Elster,Badstrasse"
"Bad Elster,R.-Schminke-Str."
"Bad Elster,Rosengarten"
"Bad Elster,Wagenhalle"
"Bad Elster,Wettiner Hof"
"Bad Elster,ZOLL"
"Bad Füssing,Kurhausstraße Parkplatz Nord"
"Bad Füssing,Therme"
"Bad Oeynhausen,,ZOB"
"Bad Oeynhausen,ZOB"
"Baden-Baden,,Bahnhof"
"Baden-Baden,Bahnhof"
"Bahratal,grenzübergang"
"Bahratal,ZOLL"
"Bachmut,,AS"
"Bakov n.Jiz.,,Komenského sady"
"Bakov n.Jiz.,,nám."
"Bakov n.Jiz.,,Pražská"
"Bakov n.Jiz.,,Trenčín"
"Bakov n.Jiz.,,žel.zast."
"Bakov n.Jiz.,Buda"
"Bakov n.Jiz.,Horka"
"Bakov n.Jiz.,Chudoplesy"
"Bakov n.Jiz.,Malá Bělá,mlýn"
"Bakov n.Jiz.,Malá Bělá,U splávku"
"Bakov n.Jiz.,Podhradí"
"Bakov n.Jiz.,Podhradí,žel.st."
"Bakov n.Jiz.,Velký Rečkov"
"Bakov n.Jiz.,Zájezdy"
"Bakov n.Jiz.,Zvířetice"
"Baliny"
"Baliny,,rozc.2.0"
"Balkova Lhota"
"Balkova Lhota,,Černý Les"
"Balkova Lhota,,Knížata rozc.1.0"
"Balkova Lhota,,Výrec"
"Balta,,AS"
"Balti,aut.nádr."
"Banín,,Jednota"
"Banín,,statek"
